id_card,academic_year_id,to_pay,pay_1_no,pay_1,pay_2_no,pay_2,pay_3_no,pay_3,sport_no,sport
e20100146,2015,0,,,,,,,,
e20131211,2015,500,,,,,,,,
e20100513,2015,450,2151,225,5688,225,,,,
e20110585,2015,0,,,,,,,e20110585,
e20110413,2015,450,1421,450,,,,,e20110413,
e2009603,2015,450,,,,,,,,
e20111043,2015,200,,,,,,,,
,2015,300,,,,,,,,
,2015,450,3343,200,5144,250,,,,
e20100201,2015,450,3004,200,5714,250,,,,
e20100102,2015,450,,,,,,,,
e20110161,2015,0,,,,,,,e20110161,
e20121235,2015,450,1405,450,,,,,,
e20110002,2015,450,3131,450,,,,,e20110002,
e2009196,2015,450,5628,450,,,,,,
e2009679,2015,450,1816,200,4668,250,,,,
e20100299,2015,450,3461,200,5439,250,,,,
e20100536,2015,450,1294,450,,,,,,
e20110194,2015,225,2096,100,5611,125,,,e20110194,
,2015,450,4547,200,,,,,e2009414,
e20100047,2015,450,2325,250,5656,200,,,,
e20120379,2015,0,,,,,,,,
e20100016,2015,450,2383,200,4764,250,,,,
e20100631,2015,225,2623,100,5112,125,,,,
e20120532,2015,550,3145,550,,,,,,
e20100384,2015,450,2508,450,,,,,,
e20131089,2015,300,,,,,,,,
e20120509,2015,550,1417,250,4057,300,,,,
e20100393,2015,450,3344,225,5649,225,,,,
e20100042,2015,450,2498,200,5261,250,,,,
e20100656,2015,0,,,,,,,,
e20110426,2015,450,1475,450,,,,,e20110426,
e20100372,2015,450,85,250,4801,200,,,,
e20121232,2015,0,,,,,,,,
e20100660,2015,450,3354,250,5167,200,,,,
e20100379,2015,0,,,,,,,,
e20131237,2015,0,,,,,,,,
e20100125,2015,450,2109,225,5479,225,,,,
e20100094,2015,0,,,,,,,,
e20100611,2015,450,2339,450,,,,,,
e2009299,2015,225,,,,,,,e2009299,
e20111060,2015,0,,,,,,,,
e20100598,2015,225,2030,112.5,3715,112.5,,,,
e20101012,2015,225,2384,120,5354,105,,,,
e20100110,2015,450,,,,,,,,
e20100514,2015,0,,,,,,,,
e20110030,2015,450,1358,200,5005,250,,,e20110030,
e20100688,2015,0,,,,,,,,
,2015,450,,,,,,,,
,2015,450,2445,250,4790,200,,,,
,2015,450,1292,225,4265,225,,,,
e20100241,2015,450,3286,450,,,,,,
e20100002,2015,450,2370,450,,,,,,
e20120458,2015,500,4991,500,,,,,,
e20100490,2015,450,2495,225,4651,225,,,,
e20100433,2015,450,,,,,,,,
e20121230,2015,450,2562,450,,,,,,
e20100360,2015,450,1478,350,3561,100,,,,
e20110067,2015,450,2864,200,4999,250,,,e20110067,
e2009451,2015,450,,,,,,,,
e20131218,2015,0,,,,,,,,
e20100219,2015,0,,,,,,,,
e20110693,2015,450,2574,230,4403,220,,,e20110693,
e20121237,2015,450,,,,,,,e20121237,
e20100646,2015,450,3250,450,,,,,,
e20100621,2015,450,3475,225,5576,225,,,,
e20100648,2015,0,,,,,,,,
e20121244,2015,225,1708,225,,,,,,
e20100672,2015,450,3505,450,,,,,,
e20100600,2015,450,2463,220,4190,230,,,,
e20120040,2015,500,1325,250,3736,250,,,,
e20100134,2015,450,1632,225,5161,225,,,,
e20100501,2015,450,3105,450,,,,,,
e20100252,2015,450,2535,200,4672,250,,,,
e20110451,2015,225,3371,225,,,,,e20110451,
e20110421,2015,0,,,,,,,e20110421,
e2009402,2015,450,3595,200,5692,250,,,,
e2009070,2015,450,,,,,,,,
e20100407,2015,450,2001,200,5701,250,,,,
e20100233,2015,450,3682,220,5678,230,,,,
e20100362,2015,0,,,,,,,,
e20100165,2015,450,,,,,,,e20100165,
e20110280,2015,450,3042,225,5550,225,,,e20110280,
e20130198,2015,550,3548,550,,,,,,
e20110625,2015,450,3087,450,,,,,e20110625,
e20100033,2015,450,,,,,,,,
e20100275,2015,450,5389,450,,,,,,
e20100085,2015,450,+,100,5451,350,,,,
e20120701,2015,0,,,,,,,,
e20100359,2015,450,1838,200,4721,250,,,,
e20100546,2015,450,2247,450,,,,,,
e20100533,2015,450,2673,220,5310,230,,,,
e20100636,2015,450,2186,250,5622,200,,,,
e20120535,2015,500,5333,500,,,,,,
e20131133,2015,0,,,,,,,,
e20100142,2015,450,2816,250,5499,200,,,,
e20100663,2015,450,2334,225,3473,225,,,,
e20100004,2015,450,3638,450,,,,,,
e20100205,2015,450,1808,225,5063,225,,,,
e20110333,2015,450,1244,225,4158,225,,,e20110333,
e20100419,2015,225,3025,225,,,,,,
e20100510,2015,450,1239,225,3814,225,,,,
e20100071,2015,225,1958,100,5123,125,,,,
e20110437,2015,450,,,,,,,e20110437,
e20110064,2015,450,2557,225,5175,225,,,e20110064,
e20100628,2015,450,2745,450,,,,,,
e20100735,2015,225,1540,100,5529,125,,,,
e20100655,2015,450,1488,200,5100,250,,,,
e20110019,2015,450,2920,200,5302,250,,,e20110019,
e20110788,2015,450,2549,225,5758,225,,,e20110788,
e20100390,2015,450,2359,450,,,,,,
e20100398,2015,450,1965,120,4874,330,,,,
e20100495,2015,450,2796,100,5707,350,,,,
e20100606,2015,450,3469,100,5709,350,,,,
e20121226,2015,0,,,,,,,,
e20100049,2015,0,,,,,,,,
e2009436,2015,450,,,,,,,,
e20100207,2015,450,2609,225,5145,225,,,,
e20120337,2015,0,,,,,,,,
e20100055,2015,450,2057,200,5663,250,,,,
e20110267,2015,450,1762,200,4837,250,,,e20110267,
e20100352,2015,450,3452,200,5563,250,,,,
e20100537,2015,450,2642,200,5487,250,,,,
e20100132,2015,450,3168,200,5258,250,,,,
e20100345,2015,450,2805,200,5698,250,,,,
e20100169,2015,450,2139,200,5632,250,,,,
e20100280,2015,225,2436,125,5646,100,,,,
e20120495,2015,500,5736,500,,,,,,
e20110408,2015,225,3370,225,,,,,e20110408,
,2015,450,,,,,,,,
e20100667,2015,450,,,,,,,,
e20100341,2015,450,1193,225,3531,225,,,,
e20100376,2015,450,2648,250,5449,200,,,,
e20110374,2015,450,3171,150,5197,250,,,e20110374,
e20100018,2015,450,2763,225,5079,225,,,,
e20100186,2015,450,2643,225,5477,225,,,,
e20100422,2015,450,2798,150,5382,300,,,,
e20100153,2015,450,1419,450,,,,,,
e20100406,2015,450,2470,300,4364,150,,,,
e20100687,2015,450,2734,225,3792,225,,,,
,2015,,,,,,,,e20100074,
e20110079,2015,450,1340,450,,,,,e20110079,
e20100106,2015,450,2395,450,,,,,,
e20131225,2015,225,3197,225,,,,,,
e20110595,2015,450,2713,225,,,,,e20110595,
e20121241,2015,450,65,450,,,,,,
e20100389,2015,450,,,,,,,,
e20100038,2015,450,2696,225,5403,225,,,e2009012,
e20120601,2015,550,,,,,,,,
e20100976,2015,450,3318,200,3346,250,,,,
e20100190,2015,0,,,,,,,,
e20100298,2015,450,4666,100,5771,350,,,,
e20110348,2015,450,2991,225,5040,225,,,e20110348,
e20100348,2015,450,3107,250,5383,200,,,,
e20100206,2015,0,,,,,,,,
e2008434,2015,450,,,,,,,,
e20100431,2015,450,1395,200,5118,250,,,,
e20110672,2015,450,2684,250,4717,200,,,e20110672,
e20100293,2015,0,,,,,,,,
e20100208,2015,225,1917,100,5633,125,,,,
e20100662,2015,225,1529,100,4823,125,,,,
e20130721,2015,550,2534,250,4667,300,,,,
e20100057,2015,450,2582,100,5719,350,,,,
e20100277,2015,450,5564,450,,,,,,
e20100128,2015,0,,,,,,,,
e20100198,2015,450,3774,400,5115,50,,,,
e20100487,2015,450,1912,250,3529,200,,,,
e20120689,2015,500,,,,,,,,
e20120543,2015,500,5248,500,,,,,,
e20110547,2015,450,2961,225,4710,225,,,e20110547,
e20100289,2015,225,2477,100,4803,125,,,,
e20100643,2015,0,,,,,,,,
e20140909,2015,300,1143,150,,,,,,
e20100174,2015,450,3350,200,4788,250,,,,
e2009487,2015,450,,,,,,,e2009487,
e20120026,2015,500,1426,500,,,,,,
e20110296,2015,450,2363,225,4427,225,,,e20110296,
e20100336,2015,450,2628,250,5597,200,,,,
e20100167,2015,450,3296,450,,,,,,
e20100158,2015,225,1712,225,,,,,,
e2009265,2015,450,2955,220,5229,230,,,,
e20100420,2015,450,3463,200,5478,250,,,,
e20100627,2015,450,2333,450,,,,,,
e20100568,2015,450,5002,450,,,,,,
e20100099,2015,450,2917,220,3921,230,,,e20100099,
e2009418,2015,225,,,,,,,e2009418,
e20100520,2015,450,2576,200,4868,250,,,,
e20121240,2015,450,2823,450,,,,,,
e20100529,2015,450,2496,450,,,,,,
e20100262,2015,0,,,,,,,,
e20100202,2015,450,3128,450,,,,,,
e20110560,2015,450,1243,225,3866,225,,,e20110560,
e20140866,2015,250,1105,125,2343,125,,,,
e20120199,2015,250,1439,250,,,,,,
e20110054,2015,450,3196,225,5295,225,,,e20110054,
e20100435,2015,450,4549,450,,,,,e20100435,
e20100236,2015,450,1423,200,4456,250,,,,
e20100117,2015,450,3253,200,5254,250,,,,
e20100500,2015,0,,,,,,,,
e20100464,2015,450,2433,250,5591,200,,,,
e20100807,2015,225,2593,225,,,,,,
e20121227,2015,450,2836,225,4877,225,,,,
e20110312,2015,450,1165,225,4758,225,,,e20110312,
e20100281,2015,450,3023,200,5268,250,,,,
e20100470,2015,450,2424,225,5337,225,,,,
e20100618,2015,450,2685,150,5484,300,,,,
,2015,300,,,,,,,,
e20100039,2015,450,,,,,,,,
e20100077,2015,225,1279,225,,,,,,
e20100577,2015,225,2634,225,,,,,,
e20100137,2015,,,,,,,,,
e20100052,2015,450,,,,,,,,
e2009408,2015,450,1872,450,,,,,,
,2015,450,,,,,,,,
,2015,450,,,,,,,,
,2015,450,4506,450,,,,,e20110167,
,2015,200,1387,200,,,,,,
e20100588,2015,450,1214,250,4192,200,,,,
e20100173,2015,450,3352,150,,,,,,
e20110535,2015,450,3093,225,5058,225,,,e20110535,
e2009478,2015,450,,,,,,,,
,2015,450,,,,,,,,
e20100378,2015,450,3351,200,5080,250,,,,
e20131192,2015,225,3219,125,5009,100,,,e20131191,
e20110552,2015,450,3102,225,5431,225,,,e20110552,
e20100507,2015,450,1998,225,5090,225,,,,
e20100048,2015,450,2491,200,4629,250,,,,
e20100650,2015,450,,,,,,,,
e20110037,2015,500,,,,,,,,
e20110429,2015,450,2587,225,4030,225,,,e20110429,
e20100617,2015,450,1835,225,5618,225,,,,
e20110427,2015,450,,,,,,,e20110427,
e20120558,2015,0,,,,,,,,
e20100608,2015,450,2697,200,4891,250,,,,
e20100502,2015,450,2346,250,5339,200,,,,
e2009416,2015,225,,,,,,,e2009416,
e20100070,2015,450,3470,150,5147,300,,,,
e20100640,2015,225,2527,100,5450,125,,,,
e20100526,2015,450,1830,450,,,,,,
e20100087,2015,450,2611,200,5609,250,,,,
e20100557,2015,450,3216,225,5433,225,,,,
e20100209,2015,450,1460,225,4872,225,,,,
e20100061,2015,450,2205,450,,,,,,
e20100335,2015,450,2194,200,4800,250,,,,
e20110246,2015,450,2074,200,5390,250,,,e20110246,
e20121243,2015,225,1692,225,,,,,,
e20100246,2015,450,2381,150,4895,300,,,,
e20100603,2015,450,1316,200,3680,250,,,,
e20121233,2015,225,2035,100,4911,125,,,,
e20110392,2015,450,2101,450,,,,,e20110392,
e20110714,2015,450,2145,450,,,,,e20110714,
e20100649,2015,450,2204,450,,,,,,
e20100135,2015,450,2556,300,4406,150,,,,
e20100411,2015,450,3458,225,5768,225,,,,
e2009452,2015,450,3453,300,,,,,,
e20110305,2015,450,5220,450,,,,,e20110305,
,2015,,,,,,,,e20100571,
e20110665,2015,500,3298,150,15,350,,,,
e20100263,2015,0,,,,,,,,
e20120368,2015,250,2142,250,,,,,,
e20100421,2015,450,2783,450,,,,,,
e20130548,2015,550,1017,280,4321,270,,,,
e20100468,2015,450,3288,450,,,,,,
e20100984,2015,225,1795,225,,,,,,
e20131219,2015,0,,,,,,,,
e20110328,2015,450,1603,225,3998,225,,,e20110328,
e20120151,2015,250,1697,125,4762,125,,,,
e20100127,2015,450,3749,100,5580,350,,,,
e20100056,2015,450,2438,450,,,,,,
e2009313,2015,450,1407,450,,,,,,
e20100482,2015,450,5278,450,,,,,,
e20100511,2015,450,1971,200,4867,250,,,,
,2015,,,,,,,,e20100324,
,2015,500,1761,250,3897,250,,,,
e20120307,2015,0,,,,,,,,
e20100425,2015,450,3230,450,,,,,,
e20100081,2015,450,3173,200,5216,250,,,,
e20100313,2015,450,3459,450,,,,,,
e20120387,2015,500,2765,200,4643,300,,,,
e20110215,2015,450,1847,450,,,,,e20110215,
e20100302,2015,225,2655,225,,,,,,
e20110732,2015,450,3384,450,,,,,e20110732,
e20120020,2015,250,1852,125,4534,125,,,,
e20110121,2015,450,1519,225,5141,225,,,e20110121,
e20110517,2015,450,1954,230,4767,220,,,e20110517,
e20100121,2015,450,3284,450,,,,,,
e20110634,2015,450,2694,200,4786,250,,,e20110634,
e20100326,2015,450,2637,450,,,,,,
e20100017,2015,450,2460,450,,,,,,
e20110806,2015,450,2547,225,5757,225,,,e20110806,
e20100342,2015,450,2586,250,5528,200,,,,
e20100007,2015,450,2473,450,,,,,,
e20100554,2015,450,1776,200,5387,250,,,,
e20100558,2015,450,2023,225,3708,225,,,,
e20100300,2015,225,2083,100,4728,125,,,,
e20100423,2015,0,,,,,,,,
e20140227,2015,550,409,275,,,,,,
e20100133,2015,450,3582,225,5442,225,,,,
e20100185,2015,0,,,,,,,,
e20100223,2015,450,,,,,,,,
e20110624,2015,450,5608,450,,,,,e20110624,
e20130377,2015,550,,,,,,,,
,2015,0,,,,,,,,
,2015,225,2028,112.5,3713,112.5,,,,
,2015,450,3289,450,,,,,,
e20110347,2015,450,3925,250,5338,200,,,e20110347,
e20100157,2015,225,1714,225,,,,,,
e20100462,2015,450,2837,450,,,,,,
e20100224,2015,450,1914,450,,,,,,
e20120785,2015,500,1435,500,,,,,,
e20100301,2015,450,3355,250,4732,200,,,,
e20140591,2015,550,978,275,2978,275,,,,
e20120178,2015,550,4577,550,,,,,,
e20110469,2015,450,1391,225,3740,225,,,e20110469,
e20110212,2015,450,2446,200,5231,250,,,e20110212,
e20110516,2015,450,2545,225,5755,225,,,e20110516,
e20140723,2015,550,768,275,4130,275,,,,
e20100172,2015,450,1096,450,,,,,,
e20110897,2015,450,1988,450,,,,,e20110897,
e20100176,2015,450,,,,,,,,
e20100232,2015,450,2289,450,,,,,,
e20120576,2015,550,,,,,,,,
e20100319,2015,450,2629,450,,,,,,
e20100021,2015,450,2476,450,,,,,,
e20131215,2015,225,2801,225,,,,,e20131216,
e20120974,2015,300,,,,,,,,
e20100161,2015,450,1544,250,3195,200,,,,
e20100296,2015,450,3457,200,4959,250,,,,
e20100583,2015,450,2908,200,5482,250,,,,
e20100100,2015,450,2755,200,4883,250,,,,
e20100168,2015,225,2580,225,,,,,,
e20100454,2015,450,1493,450,,,,,,
e20100547,2015,450,3750,200,5581,250,,,,
e20100553,2015,450,2459,225,5398,225,,,,
e20110046,2015,450,3777,450,,,,,e20110046,
e20120328,2015,500,1889,250,3666,250,,,,
e20130968,2015,200,2664,100,5638,100,,,,
e20100417,2015,450,2621,300,5711,150,,,,
e20100599,2015,225,1974,100,5639,125,,,,
e20100076,2015,450,3400,450,,,,,,
e2009120,2015,450,,,,,,,,
e20120629,2015,500,3236,250,,,,,,
e20131214,2015,225,5309,225,,,,,e20131215,
e20110314,2015,450,1181,450,,,,,e20110314,
e20110345,2015,450,3367,450,,,,,e20110345,
e20100349,2015,450,,,,,,,,
e20110640,2015,450,1812,225,5132,225,,,e20110640,
e20100040,2015,450,1434,200,4736,250,,,,
e20130089,2015,550,,,,,,,,
e20100027,2015,450,3202,450,,,,,,
e20120219,2015,500,2176,250,5288,250,,,,
e20100259,2015,0,,,,,,,,
e20120494,2015,500,,,,,,,,
e20120372,2015,250,1472,250,,,,,,
e20110540,2015,450,2620,225,4711,225,,,e20110540,
e20100494,2015,450,2563,100,5695,350,,,,
e20131195,2015,225,2649,100,5008,125,,,e20131194,
e20100140,2015,450,2403,450,,,,,,
e20100457,2015,450,1605,450,,,,,,
e20100467,2015,450,2589,200,5652,250,,,,
e20131217,2015,450,5369,450,,,,,e20131214,
e20140864,2015,500,983,250,3938,250,,,,
e20100566,2015,450,2514,225,5463,225,,,,
e20100334,2015,450,2524,250,4580,200,,,,
e20100371,2015,450,2812,450,,,,,,
e20100175,2015,450,3285,450,,,,,,
e20120815,2015,500,3478,250,4771,250,,,,
e20110652,2015,450,1695,200,4943,250,,,e20110652,
e20110804,2015,450,2930,225,,,,,e20110804,
e20110155,2015,225,4448,100,4892,125,,,e20110155,
e20100154,2015,450,2393,200,5718,250,,,,
e20120713,2015,550,5551,300,,,,,,
e20110820,2015,450,3349,225,5019,225,,,e20110820,
e20120540,2015,550,,,,,,,,
e20100592,2015,225,2276,225,,,,,,
e20110007,2015,225,1331,225,,,,,,
e20100394,2015,450,3472,225,5490,225,,,,
e20131112,2015,0,,,,,,,,
e20110791,2015,0,,,,,,,e20110791,
e20100400,2015,450,2577,200,5684,250,,,,
e20110486,2015,450,3501,225,5720,225,,,e20110486,
e20110564,2015,450,2550,225,5759,225,,,e20110564,
e20131194,2015,250,,,,,,,,
e20140856,2015,250,1106,200,2451,50,,,,
e20110696,2015,450,1920,230,4172,220,,,e20110696,
e20110491,2015,450,3374,450,,,,,e20110491,
e20100525,2015,450,2191,450,,,,,,
e20131203,2015,450,3225,225,5177,225,,,e20131202,
e20110387,2015,450,2546,225,5756,225,,,e20110387,
e20110208,2015,450,3539,150,5745,300,,,e20110208,
e20131020,2015,200,1289,200,,,,,,
e20100472,2015,450,2489,250,5681,200,,,,
e20110217,2015,450,1470,225,3726,225,,,e20110217,
e20100355,2015,450,5117,450,,,,,,
e20110026,2015,450,5744,450,,,,,e20110026,
e20131207,2015,450,2163,220,5317,230,,,e20131206,
e20100601,2015,450,2058,230,4726,220,,,,
e20100573,2015,0,,,,,,,,
e20100666,2015,450,2773,450,,,,,,
e20130994,2015,300,2846,150,5206,150,,,,
e20110265,2015,225,1594,225,,,,,e20110265,
,2015,450,,,,,,,,
e20100072,2015,450,2456,225,5435,225,,,,
e20131205,2015,225,2062,125,4094,100,,,e20131204,
e20110016,2015,450,3297,225,5396,225,,,e20110016,
e20130581,2015,550,2070,275,4328,275,,,,
e20100622,2015,225,3331,150,3448,75,,,,
e20100239,2015,450,,,,,,,,
e20100269,2015,450,2185,225,5082,225,,,,
e20120287,2015,500,4548,500,,,,,,
e20100645,2015,450,1675,250,4782,200,,,,
e20100327,2015,450,1487,210,4756,240,,,,
e20100242,2015,450,3287,450,,,,,,
e20100291,2015,450,3449,200,,,,,,
e20100551,2015,450,,,,,,,,
e20100278,2015,0,,,,,,,,
e20110269,2015,450,5446,200,5612,250,,,e20110269,
e20120474,2015,500,3276,250,5043,250,,,,
e20100486,2015,450,1932,200,4751,250,,,,
e20111055,2015,200,,,,,,,,
,2015,300,,,,,,,,
e20110001,2015,450,1282,250,3899,200,,,e20110001,
e20100130,2015,450,3041,450,,,,,,
e20100187,2015,225,5037,215,5256,10,,,,
e20140045,2015,550,911,275,3316,275,,,,
e20100489,2015,450,2888,225,4351,225,,,,
,2015,450,,,,,,,e20110648,
e20100671,2015,225,2718,225,,,,,,
e20100386,2015,450,2329,450,,,,,,
e20100518,2015,450,1794,230,5114,220,,,,
e20100353,2015,0,,,,,,,,
e20120715,2015,500,,,,,,,,
e20110734,2015,450,2515,225,4655,225,,,e20110734,
e20100159,2015,450,1740,200,3909,250,,,,
e20100199,2015,0,,,,,,,,
e20100271,2015,450,1763,225,5110,225,,,,
e20131210,2015,225,2845,120,5171,105,,,e20131209,
e20110146,2015,225,1809,100,5227,125,,,e20110146,
e20100082,2015,225,1567,225,,,,,,
e20100245,2015,450,2795,250,4542,200,,,,
e20100247,2015,450,2906,225,5212,225,,,,
e20120366,2015,500,4155,500,,,,,,
e20131198,2015,225,1874,100,4735,125,,,e20131198,
e20110294,2015,450,2722,200,5234,250,,,e20110294,
e20110790,2015,450,3468,200,,,,,e20110790,
e20130451,2015,0,,,,,,,,
e20100477,2015,450,2569,450,,,,,,
e20110705,2015,450,2544,225,5754,225,,,e20110705,
e20100114,2015,450,2409,450,,,,,,
e20100297,2015,450,2531,225,5717,225,,,,
e20100488,2015,450,1328,225,3977,225,,,,
e20100565,2015,450,1855,200,4166,250,,,,
e20100580,2015,450,2177,200,5644,250,,,,
e20100679,2015,225,1369,100,4960,125,,,,
e20100243,2015,450,2804,450,,,,,,
e20131208,2015,225,3039,225,,,,,e20131207,
e20110813,2015,450,2102,230,4715,220,,,e20110813,
e20100697,2015,225,2392,225,,,,,,
e20100499,2015,450,1975,250,3941,200,,,,
e20100522,2015,450,1994,100,4709,350,,,,
e20100564,2015,450,2712,100,,,,,,
e20100503,2015,450,3635,450,,,,,,
e20110811,2015,450,2736,250,3796,200,,,e20110811,
e20100215,2015,450,2071,250,5362,200,,,,
e20121234,2015,450,2882,450,,,,,,
e20100446,2015,0,,,,,,,,
e20100669,2015,450,,,,,,,,
e20110164,2015,0,,,,,,,e20110164,
e20100160,2015,450,3068,200,5016,250,,,,
e20100211,2015,450,2022,225,3707,225,,,,
e20120777,2015,500,1453,500,,,,,,
e20100381,2015,450,,,,,,,,
e20110405,2015,450,1422,450,,,,,e20110405,
e20131226,2015,450,2170,250,5370,200,,,,
e20100098,2015,450,3455,220,5044,230,,,,
e20100366,2015,450,2432,225,5694,225,,,,
e20100678,2015,225,1018,125,3779,100,,,,
e20100063,2015,450,3271,450,,,,,,
e20100337,2015,450,3451,225,5562,225,,,,
e20100414,2015,450,2751,200,5451,250,,,,
e20120615,2015,0,,,,,,,,
e20100408,2015,450,1355,225,4680,225,,,,
e20110513,2015,500,,,,,,,,
e20110642,2015,450,3380,450,,,,,e20110642,
e20100535,2015,0,,,,,,,,
e20100559,2015,450,3586,200,4626,250,,,,
e20110048,2015,450,,,,,,,,
e20110393,2015,225,3147,120,5660,105,,,e20110393,
e2009505,2015,225,,,,,,,e2009505,
e20110724,2015,450,3050,250,5405,200,,,e20110724,
e20130130,2015,550,,,,,,,,
e20110369,2015,500,,,,,,,,
e20110263,2015,0,,,,,,,e20110263,
e20110520,2015,225,1333,225,,,,,e20110520,
e20110657,2015,450,2248,250,4647,200,,,e20110657,
e20130347,2015,550,2503,300,4077,250,,,,
e20100089,2015,0,,,,,,,,
e20100284,2015,450,2197,450,,,,,,
e20100188,2015,450,3275,200,4870,250,,,,
e20100287,2015,450,1746,200,5419,250,,,,
e20110742,2015,450,2169,250,3959,200,,,e20110742,
e20120410,2015,250,2357,125,4942,125,,,,
e20110590,2015,450,3377,450,,,,,e20110590,
e20110701,2015,450,2572,250,5243,200,,,e20110701,
e20100227,2015,450,3208,220,5458,230,,,,
e20131206,2015,225,1486,100,4002,125,,,e20131205,
e20100642,2015,450,3335,200,4799,250,,,,
e20110159,2015,450,4983,450,,,,,e20110159,
e20110239,2015,450,5222,450,,,,,e20110239,
e20100531,2015,450,3767,200,5149,250,,,,
e20110256,2015,225,5343,225,,,,,e20110256,
e20100370,2015,450,1931,450,,,,,,
e20110017,2015,450,1745,225,4224,225,,,e20110017,
e20110322,2015,450,2710,225,4592,225,,,e20110322,
e20110260,2015,450,2301,225,3919,225,,,e20110260,
e20100064,2015,450,2659,225,5578,225,,,,
e20100304,2015,450,3587,250,5257,200,,,,
e20100122,2015,450,2105,450,,,,,,
e20100463,2015,450,2794,100,5724,350,,,,
e20131196,2015,225,3281,100,5275,125,,,e20131195,
e20121229,2015,450,,,,,,,,
e20100673,2015,450,3212,110,3588,100,5184,240,,
e20100629,2015,450,2817,200,5469,250,,,,
e20110527,2015,450,1356,225,3843,225,,,e20110527,
e20110603,2015,450,1877,150,4410,300,,,e20110603,
e20130010,2015,550,,,,,,,,
e20110076,2015,0,,,,,,,e20110076,
e20110423,2015,450,2565,250,4198,200,,,e20110423,
e20100429,2015,450,2769,225,,,,,,
e20100498,2015,225,1756,225,,,,,,
e20100844,2015,225,2475,100,5437,125,,,,
e20130956,2015,0,,,,,,,,
e20100542,2015,225,2741,225,,,,,,
e20100392,2015,225,1871,125,4789,100,,,,
e20100350,2015,450,3292,225,4996,225,,,,
e20100041,2015,0,,,,,,,,
e20110689,2015,450,2055,225,4389,225,,,e20110689,
e20100193,2015,450,1970,250,5510,200,,,,
e20100516,2015,450,2759,200,5634,250,,,,
e20100491,2015,0,,,,,,,,
e20100677,2015,225,2624,225,,,,,,
e20100346,2015,450,2085,225,4191,225,,,,
e20110709,2015,450,2103,225,4320,225,,,e20110709,
e20110700,2015,450,2863,200,5418,250,,,e20110700,
e20100684,2015,450,3016,450,,,,,,
e20100003,2015,0,,,,,,,,
e20100410,2015,450,1828,450,,,,,,
e20100530,2015,225,1966,225,,,,,,
e20110249,2015,450,3577,200,5198,250,,,e20110249,
e20100361,2015,450,2295,100,2616,350,,,,
e20120590,2015,500,,,,,,,,
e20110650,2015,225,1343,225,,,,,e20110650,
e20100690,2015,225,2407,225,,,,,,
e20100267,2015,0,,,,,,,,
e20100481,2015,225,1485,140,5367,85,,,,
e20100532,2015,450,1637,450,,,,,,
e20100689,2015,0,,,,,,,,
e20110884,2015,450,235,450,,,,,e20110884,
e20100237,2015,0,,,,,,,,
e20100067,2015,450,,,,,,,,
e20110695,2015,450,1606,450,,,,,e20110695,
e20120737,2015,500,2319,250,5209,250,,,,
e20100097,2015,450,2306,225,3992,225,,,,
e20110096,2015,450,3055,225,5572,225,,,e20110096,
e20100674,2015,0,,,,,,,,
e20100549,2015,450,2178,200,5643,250,,,,
e20110060,2015,450,1841,225,5125,225,,,e20110060,
e20110598,2015,450,3008,225,5301,225,,,e20110598,
