id_card,academic_year_id,to_pay,pay_1_no,pay_1,pay_2_no,pay_2,pay_3_no,pay_3,sport_no,sport
e20100365,2015,450,2471,450,,,,,,
e20100025,2015,450,2024,225,3709,225,,,,
e20110283,2015,450,3365,450,,,,,e20110283,
e20100305,2015,450,2962,200,5579,250,,,,
e20110561,2015,450,1936,225,5244,225,,,e20110561,
e20120015,2015,500,1427,500,,,,,,
e20110954,2015,225,2838,100,4243,125,,,e20110954,
e20100534,2015,450,3186,200,5153,250,,,,
e20100258,2015,450,2709,225,5590,225,,,,
e20100228,2015,450,2474,200,5266,250,,,,
e20100058,2015,225,2467,100,4226,125,,,e2009004,
e20120493,2015,500,3308,200,5686,300,,,,
e20100659,2015,450,2626,100,5710,350,,,,
e20131209,2015,450,3176,450,,,,,e20131208,
e20100105,2015,225,2945,225,,,,,,
e20100480,2015,450,3637,450,,,,,,
e20100555,2015,450,2510,225,,,,,,
e20110094,2015,450,4001,450,,,,,e20110094,
e20130630,2015,550,2335,150,5522,400,,,,
e20110621,2015,450,1650,225,4967,225,,,e20110621,
e20100682,2015,450,3353,200,3975,250,,,,
e20110293,2015,450,3306,225,5421,225,,,e20110293,
e20120381,2015,500,3579,250,5300,250,,,,
e20110394,2015,450,1916,225,3811,225,,,e20110394,
e20110443,2015,450,2583,225,4021,225,,,e20110443,
e20100059,2015,450,3447,225,5129,225,,,,
e20110555,2015,450,1886,225,3816,225,,,e20110555,
e20100639,2015,450,2856,450,,,,,,
e20100424,2015,450,2525,200,5700,250,,,,
e20100497,2015,450,2026,225,3711,225,,,,
e20100591,2015,450,3199,200,5459,250,,,,
e20100615,2015,450,2250,300,5743,150,,,,
e20110382,2015,225,2512,225,,,,,e20110382,
e20131104,2015,300,2591,200,2740,100,,,,
e20100388,2015,225,2478,200,5388,25,,,,
e20110599,2015,450,2389,225,3915,225,,,e20110599,
e20120157,2015,500,1662,250,3527,250,,,,
e20110582,2015,450,3307,225,5741,225,,,e20110582,
e20110667,2015,500,,,,,,,,
e20100387,2015,225,2016,112.5,3701,112.5,,,,
e20110379,2015,450,5373,450,,,,,e20110379,
e20100597,2015,225,2029,112.5,3714,112.5,,,,
e20100069,2015,450,3201,450,,,,,,
e20100196,2015,450,,,,,,,,
e20100691,2015,450,2954,450,,,,,,
e20100220,2015,450,,,,,,,,
e20100268,2015,450,1500,225,4940,225,,,,
e20100273,2015,450,2764,200,3978,250,,,,
e20100444,2015,225,1318,100,5645,125,,,,
,2015,225,,,,,,,e20100512,
,2015,450,3768,225,4836,225,,,e20110797,
e20110122,2015,450,5412,450,,,,,e20110122,
e20100364,2015,450,2760,200,5573,250,,,,
e20110107,2015,450,4981,450,,,,,e20110107,
e20100395,2015,450,1454,450,,,,,,
e20131200,2015,450,5407,300,,,,,e20131199,
e20100103,2015,225,1649,225,,,,,,
e20110275,2015,450,4333,450,,,,,e20110275,
e20100430,2015,450,2612,200,5530,250,,,,
e20140761,2015,550,698,550,,,,,,
e20110035,2015,450,3356,450,,,,,e20110035,
e20120230,2015,500,2113,250,4951,250,,,,
e20110458,2015,450,2560,225,4459,225,,,e20110458,
e20110698,2015,450,3194,225,5185,225,,,e20110698,
e20140894,2015,300,1159,150,4312,150,,,,
e20110453,2015,450,1392,450,,,,,e20110453,
e20100447,2015,450,2618,225,5232,225,,,,
e20100505,2015,0,,,,,,,,
e20131234,2015,300,4555,300,,,,,,
e20100213,2015,450,1301,150,5690,300,,,,
e20100321,2015,450,2610,230,5583,220,,,,
e20100181,2015,450,,200,5423,250,,,,
e20110335,2015,0,,,,,,,e20110335,
e20100610,2015,0,,,,,,,,
e20100166,2015,225,2579,100,5386,125,,,,
e20100329,2015,450,2780,200,5673,250,,,,
e20110193,2015,450,3100,220,20,230,,,e20110193,
e20100441,2015,450,2738,250,5084,200,,,,
e20100020,2015,450,1797,450,,,,,,
e20131202,2015,450,2691,225,4532,225,,,e20131201,
e20100586,2015,450,3001,200,4772,250,,,,
e20110242,2015,450,3234,200,5021,250,,,e20110242,
e20110084,2015,450,3084,230,5023,220,,,e20110084,
e20100191,2015,450,2840,450,,,,,,
e20131037,2015,300,1467,150,5094,150,,,,
e20100539,2015,450,2027,225,3712,225,,,,
e20120672,2015,250,1378,250,,,,,,
e20140842,2015,500,548,250,,,,,,
e20110188,2015,450,3052,240,4487,210,,,e20110188,
e20100439,2015,450,4664,450,,,,,,
e20100442,2015,225,4550,225,,,,,,
e20100493,2015,450,2075,200,5154,250,,,,
e20140834,2015,500,909,250,5108,250,,,,
e20110105,2015,450,5274,400,,,,,e20110105,
e20120106,2015,550,3192,300,4022,250,,,,
e20100582,2015,0,,,,,,,,
,2015,200,3989,200,,,,,,
e20120262,2015,500,5750,250,,,,,,
e20120652,2015,500,2280,250,4923,250,,,,
e20130705,2015,550,1128,220,4931,330,,,,
e20131129,2015,0,,,,,,,,
e20100427,2015,450,2501,200,5046,250,,,,
e20100024,2015,450,2636,225,5669,225,,,,
e20110514,2015,450,1585,450,,,,,e20110514,
e20120414,2015,500,2870,250,5464,250,,,,
e20110726,2015,450,2947,220,5095,220,,,e20110726,
e20130256,2015,550,3426,550,,,,,,
e20110496,2015,225,2858,100,4937,125,,,e20110496,
e20120660,2015,500,2989,250,5393,250,,,,
e20100150,2015,0,,,,,,,,
e20131197,2015,450,1711,250,4888,200,,,e20131196,
e20110661,2015,450,2312,225,4084,225,,,e20110661,
e20100596,2015,450,3348,225,5286,225,,,,
e20100550,2015,450,1820,450,,,,,,
e20120235,2015,500,1436,500,,,,,,
e20100037,2015,225,,,,,,,,
,2015,550,,,,,,,,
,2015,450,2594,225,5057,225,,,,
,2015,225,1408,225,,,,,,
,2015,500,1112,200,5626,300,,,,
,2015,450,2487,100,5682,300,5683,50,,
e20120084,2015,500,3299,200,4502,300,,,,
e20100109,2015,450,3283,450,,,,,,
e20120310,2015,250,2631,125,3812,125,,,,
e20110418,2015,450,2772,250,4365,200,,,e20110418,
e20110472,2015,225,2854,100,3751,125,,,e20110472,
e20110673,2015,450,3177,200,4936,250,,,e20110673,
e20100092,2015,0,,,,,,,,
e20130843,2015,550,1273,250,4928,300,,,,
e20141069,2015,0,1150,150,3898,150,,,,
e20130238,2015,0,,,,,,,,
e20110515,2015,450,,,,,,,e20110515,
e20110548,2015,450,2161,230,4716,220,,,e20110548,
e20110716,2015,450,2298,450,,,,,e20110716,
e20120733,2015,500,1894,250,4052,250,,,,
e20120299,2015,500,,,,,,,,
e20110607,2015,450,1951,450,,,,,e20110607,
e20111000,2015,450,2814,225,5329,225,,,e20111000,
e20100575,2015,450,2511,225,3883,225,,,,
e20110187,2015,225,2465,100,4581,125,,,e20110187,
e20120220,2015,500,1789,500,,,,,,
e20110787,2015,0,,,,,,,e20110787,
e20131216,2015,450,5514,300,,,,,e20131213,
e20120233,2015,500,3200,200,4016,300,,,,
e20110713,2015,450,2625,220,4838,230,,,e20110713,
e20140847,2015,500,988,250,4436,250,,,,
e20141024,2015,300,1180,150,4573,150,,,,
e20110767,2015,450,2862,225,5060,225,,,e20110767,
e20100657,2015,450,2505,200,4995,250,,,,
e20110741,2015,450,2104,250,3668,200,,,e20110741,
e20100086,2015,225,2168,225,,,,,,
e20130483,2015,550,1247,275,4741,275,,,,
e20130945,2015,550,3126,275,5127,275,,,,
e20100333,2015,450,2880,200,5531,250,,,,
e20110226,2015,0,,,,,,,e20110226,
e20100358,2015,450,5662,450,,,,,,
e20110274,2015,500,,,,,,,,
e20110173,2015,225,3739,125,4478,100,,,e20110173,
e20131010,2015,200,1158,100,5486,100,,,,
e20120451,2015,550,2833,250,5031,300,,,,
e20140833,2015,500,1038,250,4925,250,,,,
e20100014,2015,450,2944,300,5574,150,,,,
e20130181,2015,550,,,,,,,,
e20130193,2015,550,2128,275,5012,275,,,,
e20130201,2015,550,2830,300,5725,200,646,50,,
e20100344,2015,450,2595,250,4533,200,,,,
e20100356,2015,450,2898,225,3813,225,,,,
e20120730,2015,500,3210,250,5210,250,,,,
e20120100,2015,250,,,,,,,,
,2015,0,,,,,,,,
,2015,0,,,,,,,e20110769,
e20100151,2015,450,2653,225,5034,225,,,,
e20131024,2015,300,4557,300,,,,,,
e20100023,2015,450,5699,450,,,,,,
e20130959,2015,300,1984,300,,,,,,
e20110356,2015,225,1840,100,3923,125,,,e20110356,
e20120019,2015,300,5131,300,,,,,,
e20100485,2015,450,2025,225,3710,225,,,,
e20110586,2015,225,1633,225,,,,,e20110586,
e20130715,2015,550,1350,275,4260,275,,,,
e20110638,2015,450,3239,225,,,,,e20110638,
e20121169,2015,250,,,,,,,,
e20110530,2015,450,1452,450,,,,,e20110530,
e20110088,2015,225,1418,100,4678,125,,,e20110088,
e20100265,2015,450,1079,150,4974,300,,,,
e20120565,2015,500,2516,250,4824,250,,,,
e20130880,2015,550,2048,230,5504,320,,,,
e20131212,2015,450,1341,225,4386,225,,,e20131211,
e20110068,2015,450,2112,450,,,,,e20110068,
e20120404,2015,250,1801,125,4536,125,,,,
e20130439,2015,400,,,,,,,,
e20130810,2015,550,1222,275,4339,275,,,,
e20110083,2015,225,1731,115,4778,110,,,e20110083,
e20140852,2015,500,1139,250,4402,250,,,,
e20130423,2015,550,1401,275,3926,275,,,,
e20110478,2015,450,2155,450,,,,,e20110478,
e20110557,2015,225,2453,100,4904,125,,,e20110557,
e20130641,2015,550,1302,550,,,,,,
e20100509,2015,450,2842,225,4708,225,,,,
e20100590,2015,450,2762,225,5520,225,,,,
e20120805,2015,500,2323,200,3949,300,,,,
e20100197,2015,450,1183,250,5541,200,,,,
e20120046,2015,500,3387,500,,,,,,
e20110074,2015,450,3358,450,,,,,e20110074,
e20110091,2015,450,1913,225,4628,225,,,e20110091,
e20100540,2015,225,1380,115,1713,110,,,,
e20120282,2015,0,,,,,,,,
e20110264,2015,450,2972,450,,,,,e20110264,
,2015,450,,,,,,,,
,2015,450,2787,450,,,,,,
e20110162,2015,450,1953,150,3072,300,,,e20110162,
e20100448,2015,225,1859,225,,,,,,
e20110522,2015,500,,,,,,,,
e20110772,2015,450,2784,225,4627,225,,,e20110772,
e20120357,2015,500,3079,250,5334,250,,,,
e20100426,2015,450,3226,225,5061,225,,,,
e20110776,2015,450,2555,225,5703,225,,,e20110776,
,2015,0,,,,,,,,
,2015,500,3118,250,4541,250,,,,
,2015,500,3251,100,3688,350,631,50,,
e20100437,2015,0,,,,,,,,
e20110533,2015,450,3268,225,,,,,e20110533,
e20120188,2015,250,2785,250,,,,,,
e20110103,2015,450,2670,200,5523,250,,,e20110103,
e20110521,2015,0,,,,,,,e20110521,
e20100670,2015,450,1484,450,,,,,,
e20110725,2015,450,2946,225,5068,225,,,e20110725,
e20141068,2015,300,1266,150,,,,,,
e20100164,2015,450,1996,250,5766,200,,,,
e20140506,2015,550,820,275,,,,,,
e20131140,2015,300,,,,,,,,
e20120041,2015,500,,,,,,,,
e20100143,2015,0,,,,,,,,
e20110589,2015,225,1730,50,4914,175,,,e20110589,
e20110350,2015,500,,,,,,,,
e20100111,2015,225,1754,125,3645,100,,,,
e20120214,2015,500,3390,500,,,,,,
e20140057,2015,550,422,275,,,,,,
e20110592,2015,450,3116,200,4723,250,,,e20110592,
e20120456,2015,500,4798,500,,,,,,
e20120613,2015,0,,,,,,,,
e20100432,2015,0,,,,,,,,
e20131118,2015,300,1661,150,5447,150,,,,
e20130902,2015,550,2770,275,5226,275,,,,
e20120317,2015,500,2919,250,5650,250,,,,
e20110355,2015,450,1579,200,3734,250,,,e20110355,
e20110482,2015,500,,,,,,,,
e20110745,2015,450,2480,225,5552,225,,,e20110745,
e20120067,2015,500,,,,,,,,
e20100183,2015,450,2439,250,4759,200,,,,
e20100270,2015,450,2437,200,4939,250,,,,
e20120461,2015,550,,,,,,,,
e20110508,2015,0,,,,,,,e20110508,
e20130126,2015,0,,,,,,,,
e20100254,2015,225,2537,125,4821,100,,,,
e20110622,2015,450,3379,450,,,,,e20110622,
e20131029,2015,200,2897,200,,,,,,
e20110480,2015,450,2108,250,5559,200,,,e20110480,
e20110519,2015,450,,,,,,,e20110519,
e20120559,2015,250,2405,125,4638,125,,,,
e20130258,2015,550,2341,150,5500,400,,,,
e20110744,2015,450,2638,225,5124,225,,,e20110744,
e20110134,2015,450,1379,450,,,,,e20110134,
e20110141,2015,0,,,,,,,e20110141,
e20110467,2015,450,1554,250,,,,,e20110467,
e20110761,2015,0,,,,,,,e20110761,
e20120191,2015,500,,,,,,,,
e20120393,2015,500,2518,200,5518,300,,,,
e20131121,2015,300,2288,300,,,,,,
e20110793,2015,450,,,,,,,e20110793,
,2015,500,2328,250,,,,,,
e20110819,2015,450,2038,225,3856,225,,,e20110819,
e20110117,2015,450,2269,200,5054,250,,,e20110117,
e20100556,2015,450,2645,225,4932,225,,,,
e20110680,2015,450,5053,450,,,,,e20110680,
,2015,450,,,,,,,e20110434,
e20100328,2015,450,3636,450,,,,,,
e20140876,2015,500,1087,250,5746,250,,,,
e20130673,2015,550,1742,275,4104,275,,,,
e20100609,2015,225,1525,100,5083,125,,,,
e20110245,2015,225,2800,125,4890,100,,,e20110245,
e20110964,2015,225,3269,100,,,,,e20110964,
e20130939,2015,550,1631,550,,,,,,
e20110795,2015,450,3320,225,5332,225,,,e20110795,
e20131183,2015,300,,,,,,,,
e20120064,2015,500,3138,250,,,,,,
e20110184,2015,225,2374,100,4907,125,,,e20110184,
e20120215,2015,500,4980,500,,,,,,
e20100314,2015,450,3460,200,4783,250,,,,
e20110630,2015,450,3246,225,,,,,e20110630,
e20110219,2015,450,3175,225,,,,,e20110219,
e20130002,2015,550,1559,550,,,,,,
e20100401,2015,225,1831,225,,,,,,
e20110553,2015,450,3375,450,,,,,e20110553,
e20100953,2015,450,2444,225,4804,225,,,,
e20131128,2015,300,1342,150,4650,150,,,,
e20120370,2015,500,3135,250,5139,250,,,,
e20120758,2015,550,,,,,,,,
e20130009,2015,550,2723,275,4530,275,,,,
e20110808,2015,450,2081,230,4952,220,,,e20110808,
e20140937,2015,300,1061,150,,,,,,
e20110271,2015,450,2848,250,,,,,e20110271,
e20120673,2015,0,,,,,,,,
e20110156,2015,500,,,,,,,,
e20110163,2015,450,,,,,,,e20110163,
e20110886,2015,450,5445,100,5693,350,,,e20110886,
e20100515,2015,450,3317,200,5507,250,,,,
e20110683,2015,450,3537,230,5712,220,,,e20110683,
e20100031,2015,450,1779,200,4898,250,,,,
e20140851,2015,500,1060,250,5262,250,,,,
e20110531,2015,450,3010,225,5203,225,,,e20110531,
e20110980,2015,450,2786,225,5303,225,,,e20110980,
e20120946,2015,300,230,150,5170,150,,,,
e20110087,2015,0,,,,,,,e20110087,
e20100719,2015,450,2059,100,4791,350,,,,
e20130163,2015,550,1614,275,3929,275,,,,
e20110460,2015,225,1496,225,,,,,e20110460,
e20110497,2015,500,,,,,,,,
e20110628,2015,450,2431,210,4897,240,,,e20110628,
e20100641,2015,450,,,,,,,,
e20110784,2015,450,3224,225,5391,225,,,e20110784,
e20110198,2015,450,3362,450,,,,,e20110198,
e20110631,2015,450,1907,450,,,,,e20110631,
e20110753,2015,450,4173,225,5273,225,,,e20110753,
e20110416,2015,450,2506,225,4633,225,,,e20110416,
e20100115,2015,450,2203,450,,,,,,
e20121218,2015,300,,,,,,,,
e20120203,2015,500,,,,,,,,
e20110591,2015,450,3172,225,5560,225,,,e20110591,
e20110751,2015,450,3214,230,5272,220,,,e20110751,
e20110039,2015,450,1267,450,,,,,e20110039,
e20110389,2015,450,3369,450,,,,,e20110389,
e20110190,2015,450,2928,200,4963,250,,,e20110190,
e20110248,2015,450,3365,450,,,,,e20110248,
e20110473,2015,450,3372,450,,,,,e20110473,
e20140899,2015,300,1372,150,,,,,,
e20100453,2015,225,3280,100,5417,125,,,,
e20120013,2015,500,3229,250,,,,,,
e20100294,2015,0,,,,,,,,
e20140979,2015,300,1154,150,4570,150,,,,
e20120528,2015,250,,,,,,,,
e20110567,2015,450,1864,230,4961,220,,,e20110567,
,2015,250,2448,150,,,,,,
e20110199,2015,450,2912,220,5158,230,,,e20110199,
e20120442,2015,250,,,,,,,,
e20110523,2015,450,2400,225,5071,225,,,e20110523,
e20100506,2015,450,3973,200,5422,250,,,,
e20110270,2015,450,3120,225,5553,225,,,e20110270,
e20110320,2015,450,2125,225,3914,225,,,e20110320,
e20100382,2015,450,1757,450,,,,,,
e20120795,2015,500,3159,200,4875,250,,,,
e20110236,2015,450,3247,100,,,,,e20110236,
e20100543,2015,450,2493,100,4998,350,,,,
e20100084,2015,450,2564,225,5547,225,,,,
e20120385,2015,500,3569,250,4411,250,,,,
e20120683,2015,550,1943,250,4917,300,,,,
e20100854,2015,225,2187,100,4225,125,,,,
e20120610,2015,250,2878,250,,,,,,
e20110259,2015,450,2596,225,4960,225,,,e20110259,
e20100295,2015,450,3198,450,,,,,,
e20140999,2015,300,1298,150,4426,150,,,,
e20140863,2015,500,1107,140,,,,,,
e20140837,2015,500,1,250,3735,250,,,,
e20120089,2015,500,2012,250,,,,,,
e20110537,2015,450,1502,250,,,,,e20110537,
e20130528,2015,550,1949,275,4266,275,,,,
e20110694,2015,450,3211,225,5150,225,,,e20110694,
e20100053,2015,450,2413,225,3474,225,,,,
e20110678,2015,0,,,,,,,e20110678,
e20130063,2015,0,,,,,,,,
e20130074,2015,550,330,250,4305,300,,,,
e20110168,2015,450,2935,420,5192,30,,,e20110168,
e20100189,2015,225,4941,225,,,,,,
e20120277,2015,500,3111,250,4885,150,,100,,
e20110272,2015,450,3321,225,4910,225,,,e20110272,
e20110250,2015,450,2045,300,4712,150,,,e20110250,
e20110526,2015,225,1332,225,,,,,e20110526,
e20110733,2015,450,3073,220,5494,230,,,e20110733,
e20110378,2015,500,,,,,,,,
e20110436,2015,450,3163,250,5666,200,,,e20110436,
e20110749,2015,450,5228,450,,,,,e20110749,
e20110052,2015,225,1648,150,5505,75,,,e20110052,
e20110682,2015,450,3382,450,,,,,e20110682,
e20100051,2015,450,2021,225,3706,225,,,,
e20110692,2015,0,,,,,,,e20110692,
e20120217,2015,500,2885,500,,,,,,
e20110367,2015,450,,,,,,,e20110367,
e20100148,2015,450,2559,225,5426,225,,,,
e20110093,2015,450,2802,225,4912,225,,,e20110093,
e20110166,2015,500,,,,,,,,
e20130203,2015,550,3232,200,,,,,,
e20100286,2015,0,,,,,,,,
e20110381,2015,500,,,,,,,,
e20110697,2015,450,2017,225,3702,225,,,e20110697,
e20120294,2015,0,,,,,,,,
e20110303,2015,450,2364,225,4623,225,,,e20110303,
e20141070,2015,300,1720,150,,,,,,
e20120080,2015,500,2419,250,4699,250,,,,
e20120867,2015,200,,,,,,,,
e20120007,2015,500,3213,250,5099,250,,,e20110015,
e20131213,2015,450,5368,250,,,,,e20131212,
e20100288,2015,450,1833,225,4743,225,,,,
e20110571,2015,0,,,,,,,e20110571,
e20120149,2015,550,,,,,,,,
e20100155,2015,450,2931,200,4944,250,,,,
e20110197,2015,0,,,,,,,e20110197,
e20110675,2015,0,,,,,,,e20110675,
e20120341,2015,250,1547,125,5764,125,,,,
e20100552,2015,450,2578,225,5399,225,,,,
e20120401,2015,500,1220,250,4251,250,,,,
e20100569,2015,450,3340,100,5674,350,,,,
e20141086,2015,300,2140,300,,,,,,
e20100635,2015,450,2711,225,5279,225,,,,
e20120469,2015,500,3063,250,5196,250,,,,
e20110503,2015,225,2600,100,4797,100,,,e20110503,
e20110633,2015,450,1722,225,3784,225,,,e20110633,
e20130179,2015,550,1131,275,4380,275,,,,
e20110277,2015,450,1368,450,,,,,e20110277,
e20110372,2015,450,3347,225,4965,225,,,e20110372,
e20110966,2015,225,2964,225,,,,,e20110966,
e20130947,2015,300,2492,250,5584,50,,,,
e20140476,2015,550,673,275,3566,275,,,,
e20120643,2015,500,3082,250,5217,250,,,,
e20131191,2015,300,2744,150,5729,150,,,,
e20120452,2015,500,2449,250,5327,250,,,,
e20130526,2015,0,,,,,,,,
e20110488,2015,450,2826,225,5304,225,,,e20110488,
e20120753,2015,250,3412,250,,,,,,
e20100013,2015,225,2732,225,,,,,,
e20110095,2015,450,4908,450,,,,,e20110095,
e20110257,2015,450,3266,225,4926,225,,,e20110257,
e20110085,2015,450,2469,225,4946,225,,,e20110085,
e20120529,2015,500,3407,500,,,,,,
e20120630,2015,0,,,,,,,,
e20110602,2015,450,2300,225,4669,225,,,e20110602,
e20120177,2015,550,,,,,,,,
e20140238,2015,550,516,275,5722,275,,,,
e20120268,2015,500,2630,500,,,,,,
e20110613,2015,450,1627,250,3731,200,,,e20110613,
e20120225,2015,500,2728,250,5353,250,,,,
e20140988,2015,300,1174,150,,,,,,
e20140052,2015,550,896,275,,,,,,
e20120371,2015,500,1563,250,4045,250,,,,
e20130527,2015,550,4074,275,5654,275,,,,
e20110807,2015,450,2067,200,5331,250,,,e20110807,
e20140877,2015,500,2,250,2013,250,3699,,,
e20100043,2015,450,2690,250,5670,200,,,,
e20100075,2015,450,2660,200,5621,250,,,,
e20110218,2015,450,3035,250,5195,200,,,e20110218,
e20110442,2015,500,,,,,,,,
e20120719,2015,250,3181,125,4674,125,,,,
e20110063,2015,450,3069,225,5444,225,,,e20110063,
e20110142,2015,225,2338,100,4827,125,,,e20110142,
e20100303,2015,450,2675,200,5509,250,,,,
e20110747,2015,450,2601,200,5400,230,,,e20110747,
e20110774,2015,450,3264,225,5521,225,,,e20110774,
e20120181,2015,250,,,,,,,,
e20110174,2015,450,1843,225,4132,225,,,e20110174,
e20100292,2015,450,3464,450,,,,,,
e20120682,2015,500,2791,250,4929,250,,,,
e20120749,2015,500,2756,250,4433,250,,,,
e20110225,2015,225,1446,100,4733,125,,,e20110225,
e20140910,2015,300,1033,150,3809,150,,,,
e20140948,2015,200,1270,100,,,,,,
e20100545,2015,450,2500,250,4994,200,,,,
e20120773,2015,250,3180,125,5428,125,,,,
e20100083,2015,450,3070,200,4985,225,5059,25,,
e20110169,2015,0,,,,,,,e20110169,
e20140858,2015,500,1057,500,,,,,,
e20110494,2015,225,2963,225,,,,,e20110494,
e20110669,2015,450,5096,450,,,,,e20110669,
e20110399,2015,450,3148,225,5661,225,,,e20110399,
e20110346,2015,0,,,,,,,e20110346,
e20100367,2015,450,2095,250,4682,200,,,,
e20110452,2015,450,1394,450,,,,,e20110452,
e20110502,2015,225,2360,100,5668,125,,,e20110502,
e20110550,2015,450,3215,150,5511,200,,,e20110550,
e20110660,2015,450,2551,225,5760,225,,,e20110660,
e20120499,2015,500,3560,500,,,,,,
e20110541,2015,450,2548,225,,,,,e20110541,
e20100843,2015,225,1691,225,,,,,,
e20110209,2015,450,5748,450,,,,,e20110209,
e20131039,2015,300,2592,150,5305,150,,,,
e20120657,2015,550,,,,,,,,
e20110071,2015,225,1615,225,,,,,e20110071,
e20130867,2015,0,,,,,,,,
e20110461,2015,0,,,,,,,e20110461,
e20110549,2015,500,,,,,,,,
e20110388,2015,225,1800,225,,,,,e20110388,
e20130453,2015,550,,,,,,,,
e20120556,2015,500,2654,250,3789,250,,,,
e20141074,2015,200,1873,100,,,,,,
e20130107,2015,550,539,550,,,,,,
e20120109,2015,500,2743,250,4765,250,,,,
e20100479,2015,0,,,,,,,,
e20131126,2015,300,1531,150,4972,150,,,,
e20110327,2015,450,2044,225,5022,225,,,e20110327,
e20100661,2015,450,2968,225,5269,225,,,,
e20110762,2015,450,3164,250,4443,200,,,e20110762,
e20110572,2015,450,3132,225,4820,225,,,e20110572,
e20110991,2015,450,3184,200,4703,250,,,e20110991,
e20120481,2015,500,3169,250,5737,250,,,,
e20100091,2015,0,,,,,,,,
e20131049,2015,200,,,,,,,,
e20110170,2015,450,3158,225,5747,225,,,e20110170,
e20110376,2015,450,3081,450,,,,,e20110376,
e20130459,2015,550,2111,550,,,,,,
e20131173,2015,300,4564,300,,,,,,
e20100418,2015,450,3550,220,5582,230,,,,
e20120394,2015,250,2851,125,4019,125,,,,
e20110196,2015,450,3361,450,,,,,e20110196,
e20110666,2015,0,,,,,,,e20110666,
e20120036,2015,500,3386,500,,,,,,
e20110253,2015,450,2302,225,5039,225,,,e20110253,
e20110368,2015,450,1955,450,,,,,e20110368,
e20130176,2015,0,,,,,,,,
e20131199,2015,450,2852,250,4815,200,,,e20131197,
e20140373,2015,550,848,275,3450,275,,,,
e20110583,2015,0,,,,,,,e20110583,
e20110641,2015,450,3312,210,5491,240,,,e20110641,
e20110214,2015,225,1729,200,3922,25,,,e20110214,
e20100449,2015,450,,,,,,,,
e20100612,2015,450,1802,225,3205,225,,,,
e20110395,2015,450,1404,450,,,,,e20110395,
e20110476,2015,225,3373,225,,,,,e20110476,
e20120102,2015,500,,,,,,,,
e20110362,2015,450,3233,225,,,,,e20110362,
e20110029,2015,450,1952,450,,,,,e20110029,
e20100210,2015,450,1867,240,5055,210,,,,
e20110371,2015,450,1937,225,5350,225,,,e20110371,
e20130741,2015,550,1870,275,4081,275,,,,
e20110499,2015,450,1393,450,,,,,e20110499,
e20110588,2015,0,,,,,,,e20110588,
e20130892,2015,550,2632,275,4115,275,,,,
e20110525,2015,450,2442,225,4945,225,,,e20110525,
e20110720,2015,450,1275,450,,,,,e20110720,
e20110676,2015,450,3099,170,5018,230,,,e20110676,
e20110177,2015,450,2716,450,,,,,e20110177,
e20110951,2015,225,5577,225,,,,,e20110951,
e20120812,2015,550,,,,,,,,
e20131012,2015,300,1935,150,5294,150,,,,
e20110578,2015,450,2371,225,5610,225,,,e20110578,
e20120012,2015,550,,,,,,,,
e20100452,2015,450,1382,225,4746,225,,,,
e20140875,2015,500,983,275,5088,225,,,,
e20100683,2015,450,3031,450,,,,,,
e20110149,2015,225,2876,100,5010,125,,,e20110149,
e20110349,2015,225,2094,225,,,,,e20110349,
e20110204,2015,450,1468,225,3638,225,,,e20110204,
e20120397,2015,500,2806,250,4250,250,,,,
e20140289,2015,550,824,300,5416,250,,,,
e20120441,2015,500,2695,150,5749,350,,,,
e20120503,2015,500,2184,500,,,,,,
,2015,0,,,,,,,,
e20100253,2015,450,1215,250,4773,200,,,,
e20120440,2015,500,2857,250,5465,100,5731,150,,
e20110123,2015,225,1875,125,3806,100,,,e20110123,
e20120272,2015,500,3174,150,5328,350,,,,
e20140568,2015,550,695,550,,,,,,
e20131120,2015,200,1807,100,3467,100,,,,
e20120382,2015,550,,,,,,,,
e20130735,2015,550,1411,550,,,,,,
e20100251,2015,450,3032,200,5067,250,,,,
e20110556,2015,450,676,450,,,,,e20110556,
e20120192,2015,550,1005,250,5133,300,,,,
e20131074,2015,300,2307,150,5470,150,,,,
e20110606,2015,500,2834,250,4955,250,,,,
e20100054,2015,450,3282,450,,,,,,
e20110114,2015,450,3065,225,4688,225,,,e20110114,
e20110222,2015,0,,,,,,,e20110222,
e20110050,2015,225,253,120,4793,105,,,e20110050,
e20120162,2015,500,3333,250,5770,250,,,,
e20110319,2015,450,3581,250,5735,200,,,e20110319,
e20110433,2015,500,,,,,,,,
e20110495,2015,450,,,,,,,e20110495,
e20131119,2015,0,,,,,,,,
e20110752,2015,500,,,,,,,,
e20110004,2015,450,3245,200,5372,250,,,e20110004,
e20110364,2015,450,2781,225,5513,225,,,e20110364,
e20110062,2015,450,3117,225,4546,225,,,e20110062,
e20110728,2015,450,2815,225,4840,225,,,e20110728,
e20110011,2015,225,1891,100,4256,125,,,e20110011,
e20110057,2015,450,2479,225,4012,225,,,e20110057,
e20131086,2015,300,2418,150,4971,150,,,,
e20110780,2015,450,2976,300,5401,150,,,e20110780,
e20110061,2015,450,17,230,3955,220,,,e20110061,
e20121056,2015,250,,,,,,,,
,2015,250,2592,125,,,,,,
e20110202,2015,450,2388,225,,,,,e20110202,
e20110289,2015,500,,,,,,,,
e20110542,2015,450,3133,250,5738,200,,,e20110542,
e20110254,2015,450,1888,230,4230,220,,,e20110254,
