id_card,to_pay,pay_1_no,pay_1,pay_2_no,pay_2,pay_3_no,pay_3,sport_no,sport
e20110212,450,2446,200,5231,250,,,e20110212,
e20110516,450,2545,225,5755,225,,,e20110516,
e20140723,550,768,275,4130,275,,,,
e20100172,450,1096,450,,,,,,
e20110897,450,1988,450,,,,,e20110897,
e20100176,450,,,,,,,,
e20100232,450,2289,450,,,,,,
e20120576,550,,,,,,,,
e20100319,450,2629,450,,,,,,
e20100021,450,2476,450,,,,,,
e20131215,225,2801,225,,,,,e20131216,
e20120974,300,,,,,,,,
e20100161,450,1544,250,3195,200,,,,
e20100296,450,3457,200,4959,250,,,,
e20100583,450,2908,200,5482,250,,,,
e20100100,450,2755,200,4883,250,,,,
e20100168,225,2580,225,,,,,,
e20100454,450,1493,450,,,,,,
e20100547,450,3750,200,5581,250,,,,
e20100553,450,2459,225,5398,225,,,,
e20110046,450,3777,450,,,,,e20110046,
e20120328,500,1889,250,3666,250,,,,
e20130968,200,2664,100,5638,100,,,,
e20100417,450,2621,300,5711,150,,,,
e20100599,225,1974,100,5639,125,,,,
e20100076,450,3400,450,,,,,,
e2009120,450,,,,,,,,
e20120629,500,3236,250,,,,,,
e20131214,225,5309,225,,,,,e20131215,
e20110314,450,1181,450,,,,,e20110314,
e20110345,450,3367,450,,,,,e20110345,
e20100349,450,,,,,,,,
e20110640,450,1812,225,5132,225,,,e20110640,
e20100040,450,1434,200,4736,250,,,,
e20130089,550,,,,,,,,
e20100027,450,3202,450,,,,,,
e20120219,500,2176,250,5288,250,,,,
e20100259,0,,,,,,,,
e20120494,500,,,,,,,,
e20120372,250,1472,250,,,,,,
e20110540,450,2620,225,4711,225,,,e20110540,
e20100494,450,2563,100,5695,350,,,,
e20131195,225,2649,100,5008,125,,,e20131194,
e20100140,450,2403,450,,,,,,
e20100457,450,1605,450,,,,,,
e20100467,450,2589,200,5652,250,,,,
e20131217,450,5369,450,,,,,e20131214,
e20140864,500,983,250,3938,250,,,,
e20100566,450,2514,225,5463,225,,,,
e20100334,450,2524,250,4580,200,,,,
e20100371,450,2812,450,,,,,,
e20100175,450,3285,450,,,,,,
e20120815,500,3478,250,4771,250,,,,
e20110652,450,1695,200,4943,250,,,e20110652,
e20110804,450,2930,225,,,,,e20110804,
e20110155,225,4448,100,4892,125,,,e20110155,
e20100154,450,2393,200,5718,250,,,,
e20120713,550,5551,300,,,,,,
e20110820,450,3349,225,5019,225,,,e20110820,
e20120540,550,,,,,,,,
e20100592,225,2276,225,,,,,,
e20110007,225,1331,225,,,,,,
e20100394,450,3472,225,5490,225,,,,
e20131112,0,,,,,,,,
e20110791,0,,,,,,,e20110791,
e20100400,450,2577,200,5684,250,,,,
e20110486,450,3501,225,5720,225,,,e20110486,
e20110564,450,2550,225,5759,225,,,e20110564,
e20131194,250,,,,,,,,
e20140856,250,1106,200,2451,50,,,,
e20110696,450,1920,230,4172,220,,,e20110696,
e20110491,450,3374,450,,,,,e20110491,
e20100525,450,2191,450,,,,,,
e20131203,450,3225,225,5177,225,,,e20131202,
e20110387,450,2546,225,5756,225,,,e20110387,
e20110208,450,3539,150,5745,300,,,e20110208,
e20131020,200,1289,200,,,,,,
e20100472,450,2489,250,5681,200,,,,
e20110217,450,1470,225,3726,225,,,e20110217,
e20100355,450,5117,450,,,,,,
e20110026,450,5744,450,,,,,e20110026,
e20131207,450,2163,220,5317,230,,,e20131206,
e20100601,450,2058,230,4726,220,,,,
e20100573,0,,,,,,,,
e20100666,450,2773,450,,,,,,
e20130994,300,2846,150,5206,150,,,,
e20110265,225,1594,225,,,,,e20110265,
,450,,,,,,,,
e20100072,450,2456,225,5435,225,,,,
e20131205,225,2062,125,4094,100,,,e20131204,
e20110016,450,3297,225,5396,225,,,e20110016,
e20130581,550,2070,275,4328,275,,,,
e20100622,225,3331,150,3448,75,,,,
e20100239,450,,,,,,,,
e20100269,450,2185,225,5082,225,,,,
e20120287,500,4548,500,,,,,,
e20100645,450,1675,250,4782,200,,,,
e20100327,450,1487,210,4756,240,,,,
e20100242,450,3287,450,,,,,,
e20100291,450,3449,200,,,,,,
e20100551,450,,,,,,,,
e20100278,0,,,,,,,,
e20110269,450,5446,200,5612,250,,,e20110269,
e20120474,500,3276,250,5043,250,,,,
e20100486,450,1932,200,4751,250,,,,
e20111055,200,,,,,,,,
,300,,,,,,,,
e20110001,450,1282,250,3899,200,,,e20110001,
e20100130,450,3041,450,,,,,,
e20100187,225,5037,215,5256,10,,,,
e20140045,550,911,275,3316,275,,,,
e20100489,450,2888,225,4351,225,,,,
,450,,,,,,,e20110648,
e20100671,225,2718,225,,,,,,
e20100386,450,2329,450,,,,,,
e20100518,450,1794,230,5114,220,,,,
e20100353,0,,,,,,,,
e20120715,500,,,,,,,,
e20110734,450,2515,225,4655,225,,,e20110734,
e20100159,450,1740,200,3909,250,,,,
e20100199,0,,,,,,,,
e20100271,450,1763,225,5110,225,,,,
e20131210,225,2845,120,5171,105,,,e20131209,
e20110146,225,1809,100,5227,125,,,e20110146,
e20100082,225,1567,225,,,,,,
e20100245,450,2795,250,4542,200,,,,
e20100247,450,2906,225,5212,225,,,,
e20120366,500,4155,500,,,,,,
e20131198,225,1874,100,4735,125,,,e20131198,
e20110294,450,2722,200,5234,250,,,e20110294,
e20110790,450,3468,200,,,,,e20110790,
e20130451,0,,,,,,,,
e20100477,450,2569,450,,,,,,
e20110705,450,2544,225,5754,225,,,e20110705,
e20100114,450,2409,450,,,,,,
e20100297,450,2531,225,5717,225,,,,
e20100488,450,1328,225,3977,225,,,,
e20100565,450,1855,200,4166,250,,,,
e20100580,450,2177,200,5644,250,,,,
e20100679,225,1369,100,4960,125,,,,
e20100243,450,2804,450,,,,,,
e20131208,225,3039,225,,,,,e20131207,
e20110813,450,2102,230,4715,220,,,e20110813,
e20100697,225,2392,225,,,,,,
e20100499,450,1975,250,3941,200,,,,
e20100522,450,1994,100,4709,350,,,,
e20100564,450,2712,100,,,,,,
e20100503,450,3635,450,,,,,,
e20110811,450,2736,250,3796,200,,,e20110811,
e20100215,450,2071,250,5362,200,,,,
e20121234,450,2882,450,,,,,,
e20100446,0,,,,,,,,
e20100669,450,,,,,,,,
e20110164,0,,,,,,,e20110164,
e20100160,450,3068,200,5016,250,,,,
e20100211,450,2022,225,3707,225,,,,
e20120777,500,1453,500,,,,,,
e20100381,450,,,,,,,,
e20110405,450,1422,450,,,,,e20110405,
e20131226,450,2170,250,5370,200,,,,
e20100098,450,3455,220,5044,230,,,,
e20100366,450,2432,225,5694,225,,,,
e20100678,225,1018,125,3779,100,,,,
e20100063,450,3271,450,,,,,,
e20100337,450,3451,225,5562,225,,,,
e20100414,450,2751,200,5451,250,,,,
e20120615,0,,,,,,,,
e20100408,450,1355,225,4680,225,,,,
e20110513,500,,,,,,,,
e20110642,450,3380,450,,,,,e20110642,
e20100535,0,,,,,,,,
e20100559,450,3586,200,4626,250,,,,
e20110048,450,,,,,,,,
e20110393,225,3147,120,5660,105,,,e20110393,
e2009505,225,,,,,,,e2009505,
e20110724,450,3050,250,5405,200,,,e20110724,
e20130130,550,,,,,,,,
e20110369,500,,,,,,,,
e20110263,0,,,,,,,e20110263,
e20110520,225,1333,225,,,,,e20110520,
e20110657,450,2248,250,4647,200,,,e20110657,
e20130347,550,2503,300,4077,250,,,,
e20100089,0,,,,,,,,
e20100284,450,2197,450,,,,,,
e20100188,450,3275,200,4870,250,,,,
e20100287,450,1746,200,5419,250,,,,
e20110742,450,2169,250,3959,200,,,e20110742,
e20120410,250,2357,125,4942,125,,,,
e20110590,450,3377,450,,,,,e20110590,
e20110701,450,2572,250,5243,200,,,e20110701,
e20100227,450,3208,220,5458,230,,,,
e20131206,225,1486,100,4002,125,,,e20131205,
e20100642,450,3335,200,4799,250,,,,
e20110159,450,4983,450,,,,,e20110159,
e20110239,450,5222,450,,,,,e20110239,
e20100531,450,3767,200,5149,250,,,,
e20110256,225,5343,225,,,,,e20110256,
e20100370,450,1931,450,,,,,,
e20110017,450,1745,225,4224,225,,,e20110017,
e20110322,450,2710,225,4592,225,,,e20110322,
e20110260,450,2301,225,3919,225,,,e20110260,
e20100064,450,2659,225,5578,225,,,,
e20100304,450,3587,250,5257,200,,,,
e20100122,450,2105,450,,,,,,
e20100463,450,2794,100,5724,350,,,,
e20131196,225,3281,100,5275,125,,,e20131195,
e20121229,450,,,,,,,,
e20100673,450,3212,110,3588,100,5184,240,,
e20100629,450,2817,200,5469,250,,,,
e20110527,450,1356,225,3843,225,,,e20110527,
e20110603,450,1877,150,4410,300,,,e20110603,
e20130010,550,,,,,,,,
e20110076,0,,,,,,,e20110076,
e20110423,450,2565,250,4198,200,,,e20110423,
e20100429,450,2769,225,,,,,,
e20100498,225,1756,225,,,,,,
e20100844,225,2475,100,5437,125,,,,
e20130956,0,,,,,,,,
e20100542,225,2741,225,,,,,,
e20100392,225,1871,125,4789,100,,,,
e20100350,450,3292,225,4996,225,,,,
e20100041,0,,,,,,,,
e20110689,450,2055,225,4389,225,,,e20110689,
e20100193,450,1970,250,5510,200,,,,
e20100516,450,2759,200,5634,250,,,,
e20100491,0,,,,,,,,
e20100677,225,2624,225,,,,,,
e20100346,450,2085,225,4191,225,,,,
e20110709,450,2103,225,4320,225,,,e20110709,
e20110700,450,2863,200,5418,250,,,e20110700,
e20100684,450,3016,450,,,,,,
e20100003,0,,,,,,,,
e20100410,450,1828,450,,,,,,
e20100530,225,1966,225,,,,,,
e20110249,450,3577,200,5198,250,,,e20110249,
e20100361,450,2295,100,2616,350,,,,
e20120590,500,,,,,,,,
e20110650,225,1343,225,,,,,e20110650,
e20100690,225,2407,225,,,,,,
e20100267,0,,,,,,,,
e20100481,225,1485,140,5367,85,,,,
e20100532,450,1637,450,,,,,,
e20100689,0,,,,,,,,
e20110884,450,235,450,,,,,e20110884,
e20100237,0,,,,,,,,
e20100067,450,,,,,,,,
e20110695,450,1606,450,,,,,e20110695,
e20120737,500,2319,250,5209,250,,,,
e20100097,450,2306,225,3992,225,,,,
e20110096,450,3055,225,5572,225,,,e20110096,
e20100674,0,,,,,,,,
e20100549,450,2178,200,5643,250,,,,
e20110060,450,1841,225,5125,225,,,e20110060,
e20110598,450,3008,225,5301,225,,,e20110598,
e20100365,450,2471,450,,,,,,
e20100025,450,2024,225,3709,225,,,,
e20110283,450,3365,450,,,,,e20110283,
e20100305,450,2962,200,5579,250,,,,
e20110561,450,1936,225,5244,225,,,e20110561,
e20120015,500,1427,500,,,,,,
e20110954,225,2838,100,4243,125,,,e20110954,
e20100534,450,3186,200,5153,250,,,,
e20100258,450,2709,225,5590,225,,,,
e20100228,450,2474,200,5266,250,,,,
e20100058,225,2467,100,4226,125,,,e2009004,
e20120493,500,3308,200,5686,300,,,,
e20100659,450,2626,100,5710,350,,,,
e20131209,450,3176,450,,,,,e20131208,
e20100105,225,2945,225,,,,,,
e20100480,450,3637,450,,,,,,
e20100555,450,2510,225,,,,,,
e20110094,450,4001,450,,,,,e20110094,
e20130630,550,2335,150,5522,400,,,,
e20110621,450,1650,225,4967,225,,,e20110621,
e20100682,450,3353,200,3975,250,,,,
e20110293,450,3306,225,5421,225,,,e20110293,
e20120381,500,3579,250,5300,250,,,,
e20110394,450,1916,225,3811,225,,,e20110394,
e20110443,450,2583,225,4021,225,,,e20110443,
e20100059,450,3447,225,5129,225,,,,
e20110555,450,1886,225,3816,225,,,e20110555,
e20100639,450,2856,450,,,,,,
e20100424,450,2525,200,5700,250,,,,
e20100497,450,2026,225,3711,225,,,,
e20100591,450,3199,200,5459,250,,,,
e20100615,450,2250,300,5743,150,,,,
e20110382,225,2512,225,,,,,e20110382,
e20131104,300,2591,200,2740,100,,,,
e20100388,225,2478,200,5388,25,,,,
e20110599,450,2389,225,3915,225,,,e20110599,
e20120157,500,1662,250,3527,250,,,,
e20110582,450,3307,225,5741,225,,,e20110582,
e20110667,500,,,,,,,,
e20100387,225,2016,112.5,3701,112.5,,,,
e20110379,450,5373,450,,,,,e20110379,
e20100597,225,2029,112.5,3714,112.5,,,,
e20100069,450,3201,450,,,,,,
e20100196,450,,,,,,,,
e20100691,450,2954,450,,,,,,
e20100220,450,,,,,,,,
e20100268,450,1500,225,4940,225,,,,
e20100273,450,2764,200,3978,250,,,,
e20100444,225,1318,100,5645,125,,,,
,225,,,,,,,e20100512,
,450,3768,225,4836,225,,,e20110797,
e20110122,450,5412,450,,,,,e20110122,
e20100364,450,2760,200,5573,250,,,,
e20110107,450,4981,450,,,,,e20110107,
e20100395,450,1454,450,,,,,,
e20131200,450,5407,300,,,,,e20131199,
e20100103,225,1649,225,,,,,,
e20110275,450,4333,450,,,,,e20110275,
e20100430,450,2612,200,5530,250,,,,
e20140761,550,698,550,,,,,,
e20110035,450,3356,450,,,,,e20110035,
e20120230,500,2113,250,4951,250,,,,
e20110458,450,2560,225,4459,225,,,e20110458,
e20110698,450,3194,225,5185,225,,,e20110698,
e20140894,300,1159,150,4312,150,,,,
e20110453,450,1392,450,,,,,e20110453,
e20100447,450,2618,225,5232,225,,,,
e20100505,0,,,,,,,,
e20131234,300,4555,300,,,,,,
e20100213,450,1301,150,5690,300,,,,
e20100321,450,2610,230,5583,220,,,,
e20100181,450,,200,5423,250,,,,
e20110335,0,,,,,,,e20110335,
e20100610,0,,,,,,,,
e20100166,225,2579,100,5386,125,,,,
e20100329,450,2780,200,5673,250,,,,
e20110193,450,3100,220,20,230,,,e20110193,
e20100441,450,2738,250,5084,200,,,,
e20100020,450,1797,450,,,,,,
e20131202,450,2691,225,4532,225,,,e20131201,
e20100586,450,3001,200,4772,250,,,,
e20110242,450,3234,200,5021,250,,,e20110242,
e20110084,450,3084,230,5023,220,,,e20110084,
e20100191,450,2840,450,,,,,,
e20131037,300,1467,150,5094,150,,,,
e20100539,450,2027,225,3712,225,,,,
e20120672,250,1378,250,,,,,,
e20140842,500,548,250,,,,,,
e20110188,450,3052,240,4487,210,,,e20110188,
e20100439,450,4664,450,,,,,,
e20100442,225,4550,225,,,,,,
e20100493,450,2075,200,5154,250,,,,
e20140834,500,909,250,5108,250,,,,
e20110105,450,5274,400,,,,,e20110105,
e20120106,550,3192,300,4022,250,,,,
e20100582,0,,,,,,,,
,200,3989,200,,,,,,
e20120262,500,5750,250,,,,,,
e20120652,500,2280,250,4923,250,,,,
e20130705,550,1128,220,4931,330,,,,
e20131129,0,,,,,,,,
e20100427,450,2501,200,5046,250,,,,
e20100024,450,2636,225,5669,225,,,,
e20110514,450,1585,450,,,,,e20110514,
e20120414,500,2870,250,5464,250,,,,
e20110726,450,2947,220,5095,220,,,e20110726,
e20130256,550,3426,550,,,,,,
e20110496,225,2858,100,4937,125,,,e20110496,
e20120660,500,2989,250,5393,250,,,,
e20100150,0,,,,,,,,
e20131197,450,1711,250,4888,200,,,e20131196,
e20110661,450,2312,225,4084,225,,,e20110661,
e20100596,450,3348,225,5286,225,,,,
e20100550,450,1820,450,,,,,,
e20120235,500,1436,500,,,,,,
e20100037,225,,,,,,,,
,550,,,,,,,,
,450,2594,225,5057,225,,,,
,225,1408,225,,,,,,
,500,1112,200,5626,300,,,,
,450,2487,100,5682,300,5683,50,,
e20120084,500,3299,200,4502,300,,,,
e20100109,450,3283,450,,,,,,
e20120310,250,2631,125,3812,125,,,,
e20110418,450,2772,250,4365,200,,,e20110418,
e20110472,225,2854,100,3751,125,,,e20110472,
e20110673,450,3177,200,4936,250,,,e20110673,
e20100092,0,,,,,,,,
e20130843,550,1273,250,4928,300,,,,
e20141069,0,1150,150,3898,150,,,,
e20130238,0,,,,,,,,
e20110515,450,,,,,,,e20110515,
e20110548,450,2161,230,4716,220,,,e20110548,
e20110716,450,2298,450,,,,,e20110716,
e20120733,500,1894,250,4052,250,,,,
e20120299,500,,,,,,,,
e20110607,450,1951,450,,,,,e20110607,
e20111000,450,2814,225,5329,225,,,e20111000,
e20100575,450,2511,225,3883,225,,,,
e20110187,225,2465,100,4581,125,,,e20110187,
e20120220,500,1789,500,,,,,,
e20110787,0,,,,,,,e20110787,
e20131216,450,5514,300,,,,,e20131213,
e20120233,500,3200,200,4016,300,,,,
e20110713,450,2625,220,4838,230,,,e20110713,
e20140847,500,988,250,4436,250,,,,
e20141024,300,1180,150,4573,150,,,,
e20110767,450,2862,225,5060,225,,,e20110767,
e20100657,450,2505,200,4995,250,,,,
e20110741,450,2104,250,3668,200,,,e20110741,
e20100086,225,2168,225,,,,,,
e20130483,550,1247,275,4741,275,,,,
e20130945,550,3126,275,5127,275,,,,
e20100333,450,2880,200,5531,250,,,,
e20110226,0,,,,,,,e20110226,
e20100358,450,5662,450,,,,,,
e20110274,500,,,,,,,,
e20110173,225,3739,125,4478,100,,,e20110173,
e20131010,200,1158,100,5486,100,,,,
e20120451,550,2833,250,5031,300,,,,
e20140833,500,1038,250,4925,250,,,,
e20100014,450,2944,300,5574,150,,,,
e20130181,550,,,,,,,,
e20130193,550,2128,275,5012,275,,,,
e20130201,550,2830,300,5725,200,646,50,,
e20100344,450,2595,250,4533,200,,,,
e20100356,450,2898,225,3813,225,,,,
e20120730,500,3210,250,5210,250,,,,
e20120100,250,,,,,,,,
,0,,,,,,,,
,0,,,,,,,e20110769,
e20100151,450,2653,225,5034,225,,,,
e20131024,300,4557,300,,,,,,
e20100023,450,5699,450,,,,,,
e20130959,300,1984,300,,,,,,
e20110356,225,1840,100,3923,125,,,e20110356,
e20120019,300,5131,300,,,,,,
e20100485,450,2025,225,3710,225,,,,
e20110586,225,1633,225,,,,,e20110586,
e20130715,550,1350,275,4260,275,,,,
e20110638,450,3239,225,,,,,e20110638,
e20121169,250,,,,,,,,
e20110530,450,1452,450,,,,,e20110530,
e20110088,225,1418,100,4678,125,,,e20110088,
e20100265,450,1079,150,4974,300,,,,
e20120565,500,2516,250,4824,250,,,,
e20130880,550,2048,230,5504,320,,,,
e20131212,450,1341,225,4386,225,,,e20131211,
e20110068,450,2112,450,,,,,e20110068,
e20120404,250,1801,125,4536,125,,,,
e20130439,400,,,,,,,,
e20130810,550,1222,275,4339,275,,,,
e20110083,225,1731,115,4778,110,,,e20110083,
e20140852,500,1139,250,4402,250,,,,
e20130423,550,1401,275,3926,275,,,,
e20110478,450,2155,450,,,,,e20110478,
e20110557,225,2453,100,4904,125,,,e20110557,
e20130641,550,1302,550,,,,,,
e20100509,450,2842,225,4708,225,,,,
e20100590,450,2762,225,5520,225,,,,
e20120805,500,2323,200,3949,300,,,,
e20100197,450,1183,250,5541,200,,,,
e20120046,500,3387,500,,,,,,
e20110074,450,3358,450,,,,,e20110074,
e20110091,450,1913,225,4628,225,,,e20110091,
e20100540,225,1380,115,1713,110,,,,
e20120282,0,,,,,,,,
e20110264,450,2972,450,,,,,e20110264,
,450,,,,,,,,
,450,2787,450,,,,,,
e20110162,450,1953,150,3072,300,,,e20110162,
e20100448,225,1859,225,,,,,,
e20110522,500,,,,,,,,
e20110772,450,2784,225,4627,225,,,e20110772,
e20120357,500,3079,250,5334,250,,,,
e20100426,450,3226,225,5061,225,,,,
e20110776,450,2555,225,5703,225,,,e20110776,
,0,,,,,,,,
,500,3118,250,4541,250,,,,
,500,3251,100,3688,350,631,50,,
e20100437,0,,,,,,,,
e20110533,450,3268,225,,,,,e20110533,
e20120188,250,2785,250,,,,,,
e20110103,450,2670,200,5523,250,,,e20110103,
e20110521,0,,,,,,,e20110521,
e20100670,450,1484,450,,,,,,
e20110725,450,2946,225,5068,225,,,e20110725,
e20141068,300,1266,150,,,,,,
e20100164,450,1996,250,5766,200,,,,
e20140506,550,820,275,,,,,,
e20131140,300,,,,,,,,
e20120041,500,,,,,,,,
e20100143,0,,,,,,,,
e20110589,225,1730,50,4914,175,,,e20110589,
e20110350,500,,,,,,,,
e20100111,225,1754,125,3645,100,,,,
e20120214,500,3390,500,,,,,,
e20140057,550,422,275,,,,,,
e20110592,450,3116,200,4723,250,,,e20110592,
e20120456,500,4798,500,,,,,,
e20120613,0,,,,,,,,
e20100432,0,,,,,,,,
e20131118,300,1661,150,5447,150,,,,
e20130902,550,2770,275,5226,275,,,,
e20120317,500,2919,250,5650,250,,,,
e20110355,450,1579,200,3734,250,,,e20110355,
e20110482,500,,,,,,,,
e20110745,450,2480,225,5552,225,,,e20110745,
e20120067,500,,,,,,,,
e20100183,450,2439,250,4759,200,,,,
e20100270,450,2437,200,4939,250,,,,
e20120461,550,,,,,,,,
e20110508,0,,,,,,,e20110508,
e20130126,0,,,,,,,,
e20100254,225,2537,125,4821,100,,,,
e20110622,450,3379,450,,,,,e20110622,
e20131029,200,2897,200,,,,,,
e20110480,450,2108,250,5559,200,,,e20110480,
e20110519,450,,,,,,,e20110519,
e20120559,250,2405,125,4638,125,,,,
e20130258,550,2341,150,5500,400,,,,
e20110744,450,2638,225,5124,225,,,e20110744,
e20110134,450,1379,450,,,,,e20110134,
e20110141,0,,,,,,,e20110141,
e20110467,450,1554,250,,,,,e20110467,
e20110761,0,,,,,,,e20110761,
e20120191,500,,,,,,,,
e20120393,500,2518,200,5518,300,,,,
e20131121,300,2288,300,,,,,,
e20110793,450,,,,,,,e20110793,
,500,2328,250,,,,,,
e20110819,450,2038,225,3856,225,,,e20110819,
e20110117,450,2269,200,5054,250,,,e20110117,
e20100556,450,2645,225,4932,225,,,,
e20110680,450,5053,450,,,,,e20110680,
,450,,,,,,,e20110434,
e20100328,450,3636,450,,,,,,
e20140876,500,1087,250,5746,250,,,,
e20130673,550,1742,275,4104,275,,,,
e20100609,225,1525,100,5083,125,,,,
e20110245,225,2800,125,4890,100,,,e20110245,
e20110964,225,3269,100,,,,,e20110964,
e20130939,550,1631,550,,,,,,
e20110795,450,3320,225,5332,225,,,e20110795,
e20131183,300,,,,,,,,
e20120064,500,3138,250,,,,,,
e20110184,225,2374,100,4907,125,,,e20110184,
e20120215,500,4980,500,,,,,,
e20100314,450,3460,200,4783,250,,,,
e20110630,450,3246,225,,,,,e20110630,
e20110219,450,3175,225,,,,,e20110219,
e20130002,550,1559,550,,,,,,
e20100401,225,1831,225,,,,,,
e20110553,450,3375,450,,,,,e20110553,
e20100953,450,2444,225,4804,225,,,,
e20131128,300,1342,150,4650,150,,,,
e20120370,500,3135,250,5139,250,,,,
e20120758,550,,,,,,,,
e20130009,550,2723,275,4530,275,,,,
e20110808,450,2081,230,4952,220,,,e20110808,
e20140937,300,1061,150,,,,,,
e20110271,450,2848,250,,,,,e20110271,
e20120673,0,,,,,,,,
e20110156,500,,,,,,,,
e20110163,450,,,,,,,e20110163,
e20110886,450,5445,100,5693,350,,,e20110886,
e20100515,450,3317,200,5507,250,,,,
e20110683,450,3537,230,5712,220,,,e20110683,
e20100031,450,1779,200,4898,250,,,,
e20140851,500,1060,250,5262,250,,,,
e20110531,450,3010,225,5203,225,,,e20110531,
e20110980,450,2786,225,5303,225,,,e20110980,
e20120946,300,230,150,5170,150,,,,
e20110087,0,,,,,,,e20110087,
e20100719,450,2059,100,4791,350,,,,
e20130163,550,1614,275,3929,275,,,,
e20110460,225,1496,225,,,,,e20110460,
e20110497,500,,,,,,,,
e20110628,450,2431,210,4897,240,,,e20110628,
e20100641,450,,,,,,,,
e20110784,450,3224,225,5391,225,,,e20110784,
e20110198,450,3362,450,,,,,e20110198,
e20110631,450,1907,450,,,,,e20110631,
e20110753,450,4173,225,5273,225,,,e20110753,
e20110416,450,2506,225,4633,225,,,e20110416,
e20100115,450,2203,450,,,,,,
e20121218,300,,,,,,,,
e20120203,500,,,,,,,,
e20110591,450,3172,225,5560,225,,,e20110591,
e20110751,450,3214,230,5272,220,,,e20110751,
e20110039,450,1267,450,,,,,e20110039,
e20110389,450,3369,450,,,,,e20110389,
e20110190,450,2928,200,4963,250,,,e20110190,
e20110248,450,3365,450,,,,,e20110248,
e20110473,450,3372,450,,,,,e20110473,
e20140899,300,1372,150,,,,,,
e20100453,225,3280,100,5417,125,,,,
e20120013,500,3229,250,,,,,,
e20100294,0,,,,,,,,
e20140979,300,1154,150,4570,150,,,,
e20120528,250,,,,,,,,
e20110567,450,1864,230,4961,220,,,e20110567,
,250,2448,150,,,,,,
e20110199,450,2912,220,5158,230,,,e20110199,
e20120442,250,,,,,,,,
e20110523,450,2400,225,5071,225,,,e20110523,
e20100506,450,3973,200,5422,250,,,,
e20110270,450,3120,225,5553,225,,,e20110270,
e20110320,450,2125,225,3914,225,,,e20110320,
e20100382,450,1757,450,,,,,,
e20120795,500,3159,200,4875,250,,,,
e20110236,450,3247,100,,,,,e20110236,
e20100543,450,2493,100,4998,350,,,,
e20100084,450,2564,225,5547,225,,,,
e20120385,500,3569,250,4411,250,,,,
e20120683,550,1943,250,4917,300,,,,
e20100854,225,2187,100,4225,125,,,,
e20120610,250,2878,250,,,,,,
e20110259,450,2596,225,4960,225,,,e20110259,
e20100295,450,3198,450,,,,,,
e20140999,300,1298,150,4426,150,,,,
e20140863,500,1107,140,,,,,,
e20140837,500,1,250,3735,250,,,,
e20120089,500,2012,250,,,,,,
e20110537,450,1502,250,,,,,e20110537,
e20130528,550,1949,275,4266,275,,,,
e20110694,450,3211,225,5150,225,,,e20110694,
e20100053,450,2413,225,3474,225,,,,
e20110678,0,,,,,,,e20110678,
e20130063,0,,,,,,,,
e20130074,550,330,250,4305,300,,,,
e20110168,450,2935,420,5192,30,,,e20110168,
e20100189,225,4941,225,,,,,,
e20120277,500,3111,250,4885,150,,100,,
e20110272,450,3321,225,4910,225,,,e20110272,
e20110250,450,2045,300,4712,150,,,e20110250,
e20110526,225,1332,225,,,,,e20110526,
e20110733,450,3073,220,5494,230,,,e20110733,
e20110378,500,,,,,,,,
e20110436,450,3163,250,5666,200,,,e20110436,
e20110749,450,5228,450,,,,,e20110749,
e20110052,225,1648,150,5505,75,,,e20110052,
e20110682,450,3382,450,,,,,e20110682,
e20100051,450,2021,225,3706,225,,,,
e20110692,0,,,,,,,e20110692,
e20120217,500,2885,500,,,,,,
e20110367,450,,,,,,,e20110367,
e20100148,450,2559,225,5426,225,,,,
e20110093,450,2802,225,4912,225,,,e20110093,
e20110166,500,,,,,,,,
e20130203,550,3232,200,,,,,,
e20100286,0,,,,,,,,
e20110381,500,,,,,,,,
e20110697,450,2017,225,3702,225,,,e20110697,
e20120294,0,,,,,,,,
e20110303,450,2364,225,4623,225,,,e20110303,
e20141070,300,1720,150,,,,,,
e20120080,500,2419,250,4699,250,,,,
e20120867,200,,,,,,,,
e20120007,500,3213,250,5099,250,,,e20110015,
e20131213,450,5368,250,,,,,e20131212,
e20100288,450,1833,225,4743,225,,,,
e20110571,0,,,,,,,e20110571,
e20120149,550,,,,,,,,
e20100155,450,2931,200,4944,250,,,,
e20110197,0,,,,,,,e20110197,
e20110675,0,,,,,,,e20110675,
e20120341,250,1547,125,5764,125,,,,
e20100552,450,2578,225,5399,225,,,,
e20120401,500,1220,250,4251,250,,,,
e20100569,450,3340,100,5674,350,,,,
e20141086,300,2140,300,,,,,,
e20100635,450,2711,225,5279,225,,,,
e20120469,500,3063,250,5196,250,,,,
e20110503,225,2600,100,4797,100,,,e20110503,
e20110633,450,1722,225,3784,225,,,e20110633,
e20130179,550,1131,275,4380,275,,,,
e20110277,450,1368,450,,,,,e20110277,
e20110372,450,3347,225,4965,225,,,e20110372,
e20110966,225,2964,225,,,,,e20110966,
e20130947,300,2492,250,5584,50,,,,
e20140476,550,673,275,3566,275,,,,
e20120643,500,3082,250,5217,250,,,,
e20131191,300,2744,150,5729,150,,,,
e20120452,500,2449,250,5327,250,,,,
e20130526,0,,,,,,,,
e20110488,450,2826,225,5304,225,,,e20110488,
e20120753,250,3412,250,,,,,,
e20100013,225,2732,225,,,,,,
e20110095,450,4908,450,,,,,e20110095,
e20110257,450,3266,225,4926,225,,,e20110257,
e20110085,450,2469,225,4946,225,,,e20110085,
