id_card,to_pay,pay_1_no,pay_1,pay_2_no,pay_2,pay_3_no,pay_3,sport_no,sport
e20120529,500,3407,500,,,,,,
e20120630,0,,,,,,,,
e20110602,450,2300,225,4669,225,,,e20110602,
e20120177,550,,,,,,,,
e20140238,550,516,275,5722,275,,,,
e20120268,500,2630,500,,,,,,
e20110613,450,1627,250,3731,200,,,e20110613,
e20120225,500,2728,250,5353,250,,,,
e20140988,300,1174,150,,,,,,
e20140052,550,896,275,,,,,,
e20120371,500,1563,250,4045,250,,,,
e20130527,550,4074,275,5654,275,,,,
e20110807,450,2067,200,5331,250,,,e20110807,
e20140877,500,2,250,2013,250,3699,,,
e20100043,450,2690,250,5670,200,,,,
e20100075,450,2660,200,5621,250,,,,
e20110218,450,3035,250,5195,200,,,e20110218,
e20110442,500,,,,,,,,
e20120719,250,3181,125,4674,125,,,,
e20110063,450,3069,225,5444,225,,,e20110063,
e20110142,225,2338,100,4827,125,,,e20110142,
e20100303,450,2675,200,5509,250,,,,
e20110747,450,2601,200,5400,230,,,e20110747,
e20110774,450,3264,225,5521,225,,,e20110774,
e20120181,250,,,,,,,,
e20110174,450,1843,225,4132,225,,,e20110174,
e20100292,450,3464,450,,,,,,
e20120682,500,2791,250,4929,250,,,,
e20120749,500,2756,250,4433,250,,,,
e20110225,225,1446,100,4733,125,,,e20110225,
e20140910,300,1033,150,3809,150,,,,
e20140948,200,1270,100,,,,,,
e20100545,450,2500,250,4994,200,,,,
e20120773,250,3180,125,5428,125,,,,
e20100083,450,3070,200,4985,225,5059,25,,
e20110169,0,,,,,,,e20110169,
e20140858,500,1057,500,,,,,,
e20110494,225,2963,225,,,,,e20110494,
e20110669,450,5096,450,,,,,e20110669,
e20110399,450,3148,225,5661,225,,,e20110399,
e20110346,0,,,,,,,e20110346,
e20100367,450,2095,250,4682,200,,,,
e20110452,450,1394,450,,,,,e20110452,
e20110502,225,2360,100,5668,125,,,e20110502,
e20110550,450,3215,150,5511,200,,,e20110550,
e20110660,450,2551,225,5760,225,,,e20110660,
e20120499,500,3560,500,,,,,,
e20110541,450,2548,225,,,,,e20110541,
e20100843,225,1691,225,,,,,,
e20110209,450,5748,450,,,,,e20110209,
e20131039,300,2592,150,5305,150,,,,
e20120657,550,,,,,,,,
e20110071,225,1615,225,,,,,e20110071,
e20130867,0,,,,,,,,
e20110461,0,,,,,,,e20110461,
e20110549,500,,,,,,,,
e20110388,225,1800,225,,,,,e20110388,
e20130453,550,,,,,,,,
e20120556,500,2654,250,3789,250,,,,
e20141074,200,1873,100,,,,,,
e20130107,550,539,550,,,,,,
e20120109,500,2743,250,4765,250,,,,
e20100479,0,,,,,,,,
e20131126,300,1531,150,4972,150,,,,
e20110327,450,2044,225,5022,225,,,e20110327,
e20100661,450,2968,225,5269,225,,,,
e20110762,450,3164,250,4443,200,,,e20110762,
e20110572,450,3132,225,4820,225,,,e20110572,
e20110991,450,3184,200,4703,250,,,e20110991,
e20120481,500,3169,250,5737,250,,,,
e20100091,0,,,,,,,,
e20131049,200,,,,,,,,
e20110170,450,3158,225,5747,225,,,e20110170,
e20110376,450,3081,450,,,,,e20110376,
e20130459,550,2111,550,,,,,,
e20131173,300,4564,300,,,,,,
e20100418,450,3550,220,5582,230,,,,
e20120394,250,2851,125,4019,125,,,,
e20110196,450,3361,450,,,,,e20110196,
e20110666,0,,,,,,,e20110666,
e20120036,500,3386,500,,,,,,
e20110253,450,2302,225,5039,225,,,e20110253,
e20110368,450,1955,450,,,,,e20110368,
e20130176,0,,,,,,,,
e20131199,450,2852,250,4815,200,,,e20131197,
e20140373,550,848,275,3450,275,,,,
e20110583,0,,,,,,,e20110583,
e20110641,450,3312,210,5491,240,,,e20110641,
e20110214,225,1729,200,3922,25,,,e20110214,
e20100449,450,,,,,,,,
e20100612,450,1802,225,3205,225,,,,
e20110395,450,1404,450,,,,,e20110395,
e20110476,225,3373,225,,,,,e20110476,
e20120102,500,,,,,,,,
e20110362,450,3233,225,,,,,e20110362,
e20110029,450,1952,450,,,,,e20110029,
e20100210,450,1867,240,5055,210,,,,
e20110371,450,1937,225,5350,225,,,e20110371,
e20130741,550,1870,275,4081,275,,,,
e20110499,450,1393,450,,,,,e20110499,
e20110588,0,,,,,,,e20110588,
e20130892,550,2632,275,4115,275,,,,
e20110525,450,2442,225,4945,225,,,e20110525,
e20110720,450,1275,450,,,,,e20110720,
e20110676,450,3099,170,5018,230,,,e20110676,
e20110177,450,2716,450,,,,,e20110177,
e20110951,225,5577,225,,,,,e20110951,
e20120812,550,,,,,,,,
e20131012,300,1935,150,5294,150,,,,
e20110578,450,2371,225,5610,225,,,e20110578,
e20120012,550,,,,,,,,
e20100452,450,1382,225,4746,225,,,,
e20140875,500,983,275,5088,225,,,,
e20100683,450,3031,450,,,,,,
e20110149,225,2876,100,5010,125,,,e20110149,
e20110349,225,2094,225,,,,,e20110349,
e20110204,450,1468,225,3638,225,,,e20110204,
e20120397,500,2806,250,4250,250,,,,
e20140289,550,824,300,5416,250,,,,
e20120441,500,2695,150,5749,350,,,,
e20120503,500,2184,500,,,,,,
,0,,,,,,,,
e20100253,450,1215,250,4773,200,,,,
e20120440,500,2857,250,5465,100,5731,150,,
e20110123,225,1875,125,3806,100,,,e20110123,
e20120272,500,3174,150,5328,350,,,,
e20140568,550,695,550,,,,,,
e20131120,200,1807,100,3467,100,,,,
e20120382,550,,,,,,,,
e20130735,550,1411,550,,,,,,
e20100251,450,3032,200,5067,250,,,,
e20110556,450,676,450,,,,,e20110556,
e20120192,550,1005,250,5133,300,,,,
e20131074,300,2307,150,5470,150,,,,
e20110606,500,2834,250,4955,250,,,,
e20100054,450,3282,450,,,,,,
e20110114,450,3065,225,4688,225,,,e20110114,
e20110222,0,,,,,,,e20110222,
e20110050,225,253,120,4793,105,,,e20110050,
e20120162,500,3333,250,5770,250,,,,
e20110319,450,3581,250,5735,200,,,e20110319,
e20110433,500,,,,,,,,
e20110495,450,,,,,,,e20110495,
e20131119,0,,,,,,,,
e20110752,500,,,,,,,,
e20110004,450,3245,200,5372,250,,,e20110004,
e20110364,450,2781,225,5513,225,,,e20110364,
e20110062,450,3117,225,4546,225,,,e20110062,
e20110728,450,2815,225,4840,225,,,e20110728,
e20110011,225,1891,100,4256,125,,,e20110011,
e20110057,450,2479,225,4012,225,,,e20110057,
e20131086,300,2418,150,4971,150,,,,
e20110780,450,2976,300,5401,150,,,e20110780,
e20110061,450,17,230,3955,220,,,e20110061,
e20121056,250,,,,,,,,
,250,2592,125,,,,,,
e20110202,450,2388,225,,,,,e20110202,
e20110289,500,,,,,,,,
e20110542,450,3133,250,5738,200,,,e20110542,
e20110254,450,1888,230,4230,220,,,e20110254,
e20110406,500,,,,,,,,
e20110143,500,,,,,,,e20110143,
e20110359,450,1543,225,3896,225,,,e20110359,
e20131015,300,,,,,,,,
e20110655,225,2650,225,,,,,e20110655,
e20100079,450,2584,450,,,,,,
e20120606,550,,,,,,,,
,450,,,,,,,e20110266,
e20110059,450,1892,225,4479,225,,,e20110059,
,450,2542,225,5752,225,,,e20110301,
e20130971,300,1610,100,,,,,,
e20110228,225,3121,225,,,,,e20110228,
e20140872,500,1115,250,4103,250,,,,
e20130893,550,,,,,,,,
e20110593,0,,,,,,,e20110593,
e20110812,225,1738,115,4062,110,,,e20110812,
e20110306,450,1777,450,,,,,e20110306,
e20100331,225,2282,100,4729,125,,,,
e20140879,0,1260,,,,,,,
e20120032,500,2873,200,5188,300,,,,
e20110171,225,5046,225,,,,,e20110171,
e20120329,500,2509,250,5204,250,,,,
,300,,,,,,,,
,0,,,,,,,,
e20110172,450,2949,450,,,,,e20110172,
e20130412,550,2285,275,4503,275,,,,
e20110435,225,1586,225,,,,,e20110435,
e20100068,450,3330,450,,,,,,
e20110299,225,3029,125,5306,100,,,e20110299,
e20110315,450,2553,225,5762,225,,,e20110315,
e20131053,300,4560,300,,,,,,
e20110658,450,4551,450,,,,,e20110658,
e20110282,450,1546,450,,,,,e20110282,
e20110668,225,2397,225,,,,,e20110668,
e20110710,450,1604,225,3679,225,,,e20110710,
e20140815,550,177,275,4151,275,,,,
e20120620,500,3101,250,4825,250,,,,
e20130988,300,1523,200,4817,100,,,,
e20130161,550,5727,550,,,,,,
e20120349,500,2971,250,4378,250,,,,
e20110543,225,2927,110,4989,115,,,e20110543,
e20110415,450,1701,225,4440,225,,,e20110415,
e20121191,200,,,,,,,,
e20120766,250,2672,250,,,,,,
e20110323,0,,,,,,,e20110323,
e20110609,450,3237,450,,,,,e20110609,
e20110058,450,4816,400,,,,,e20110058,
e20140862,250,1044,100,4757,150,,,,
e20110643,450,3381,450,,,,,e20110643,
e20120666,550,,,,,,,,
e20110206,450,4183,225,,,,,e20110206,
e20130160,550,,,,,,,,
e20130775,550,1674,550,,,,,,
e20110723,450,3305,200,,,,,e20110723,
e20110391,450,1686,225,4206,225,,,e20110391,
e20110053,450,1646,450,,,,,e20110053,
e20120264,500,2068,250,3820,250,,,,
e20110420,500,,,,,,,,
e20140695,400,741,200,,,,,,
e20120696,500,1758,500,,,,,,
e20110101,450,3137,300,5285,150,,,e20110101,
e20110440,450,3157,225,5558,225,,,e20110440,
e20110127,450,3360,450,,,,,e20110127,
e20110129,225,2375,100,4111,125,,,e20110129,
e20120327,500,3231,500,,,,,,
e20120574,550,,,,,,,,
e20110013,225,1775,100,4805,125,,,e20110013,
e20110216,450,2552,225,5761,225,,,e20110216,
e20110324,450,1810,225,4830,225,,,e20110324,
e20120578,550,,,,,,,,
e20110044,450,3357,450,,,,,e20110044,
e20110116,450,2924,225,5075,225,,,e20110116,
e20110464,450,1090,225,3924,225,,,e20110464,
e20110300,225,1495,225,,,,,e20110300,
e20140857,500,22,250,5569,250,,,,
e20120664,500,3410,500,,,,,,
e20120175,500,2730,250,4811,250,,,,
e20140525,550,388,275,4038,275,,,,
e20130072,0,,,,,,,,
e20131204,450,1960,225,3958,225,,,e20131203,
e20100312,225,2051,225,,,,,,
e20110397,450,3341,200,4787,250,,,e20110397,
e20140188,550,600,200,,,,,,
e20120635,550,,,,,,,,
e20120228,550,5726,300,,,,,,
e20120549,550,,,,,,,,
e20110056,450,2754,200,4887,250,,,e20110056,
e20110715,450,1213,450,,,,,e20110715,
e20100124,0,,,,,,,,
e20100675,450,2279,300,4727,150,,,,
e20110512,450,2522,225,4648,225,,,e20110512,
e20130929,550,1611,275,4977,275,,,,
e20130402,550,2719,275,4247,275,,,,
e20110031,450,1483,225,4913,225,,,e20110031,
e20110009,450,2554,225,5763,225,,,e20110009,
e20120045,500,1464,200,2468,300,,,,
e20131167,300,1647,150,5238,150,,,,
e20110551,450,2698,225,4768,225,,,e20110551,
e20120139,0,,,,,,,,
e20130865,550,,,,,,,,
e20110765,450,1155,230,5122,220,,,e20110765,
e20120786,500,3109,250,5524,250,,,,
e20120627,500,2704,250,5004,250,,,,
e20100614,0,,,,,,,,
e20120247,500,,,,,,,,
e20110702,450,3383,450,,,,,e20110702,
e20110025,450,4832,450,,,,,e20110025,
e20140313,550,362,275,4489,275,,,,
e20100428,450,2497,250,5434,200,,,,
e20120725,500,1905,250,4186,250,,,,
e20110033,450,2973,450,,,,,e20110033,
e20110015,450,2914,125,3932,325,,,,
e20110481,450,2443,225,5355,225,,,e20110481,
e20140859,500,910,250,5571,250,,,,
e20130758,400,1673,200,4829,200,,,,
e20110089,450,,,,,,,e20110089,
e20110276,450,2913,225,4781,225,,,e20110276,
e20110380,225,3368,225,,,,,e20110380,
e20110066,450,2702,225,4810,225,,,e20110066,
e20120187,0,,,,,,,,
e20110261,450,1175,225,4734,225,,,e20110261,
e20120408,500,3049,250,5636,250,,,,
e20130998,300,,,,,,,,
e20140490,550,613,280,,,,,,
e20110529,450,1856,225,3778,225,,,e20110529,
e20130363,550,2390,275,4697,275,,,,
e20110175,450,2934,225,4702,225,,,e20110175,
e20120227,500,3252,250,,,,,,
e20141067,300,1608,150,,,,,,
e20110343,450,2778,450,,,,,e20110343,
e20130503,550,331,300,4314,250,,,,
e20120619,500,3160,250,,,,,,
,0,,,,,,,,
,500,3209,250,5485,250,,,,
e20130056,550,2367,250,4652,300,,,,
e20130345,0,,,,,,,,
e20130872,550,1803,275,5320,275,,,,
e20120515,500,2138,500,,,,,,
e20141043,300,950,150,,,,,,
e20131170,0,,,,,,,,
e20130900,550,2117,275,4303,275,,,,
e20110385,450,2790,225,5473,225,,,e20110385,
e20120661,500,3409,500,,,,,,
e20120693,500,1313,250,4072,250,,,,
e20130883,550,,,,,,,,
e20110789,450,1822,225,4276,225,,,e20110789,
e20110273,450,1825,225,5136,225,,,e20110273,
e20131041,200,3090,100,5637,100,,,,
e20100340,450,2658,450,,,,,,
e20110278,0,,,,,,,e20110278,
e20120306,0,,,,,,,,
e20110575,450,3376,450,,,,,e20110575,
,500,1041,250,3746,250,,,,
,500,2274,250,5340,250,,,,
e20140840,250,1091,250,,,,,,
e20120925,300,,,,,,,,
e20120423,500,3404,500,,,,,,
e20131159,300,2314,150,4379,150,,,,
e20140069,550,530,275,3934,275,,,,
e20120488,500,1665,250,3689,250,,,,
e20110504,450,1663,225,5235,225,,,e20110504,
e20131233,300,,,,,,,,
e20120757,500,3722,300,4990,200,,,,
e20140483,550,66,275,4394,275,,,,
e20120734,500,2245,250,5160,250,,,,
e20120246,250,,,,,,,,
e20120158,400,,,,,,,,
e20110341,450,2797,225,5732,225,,,e20110341,
e20110750,450,2983,225,5239,225,,,e20110750,
e20110616,450,2922,250,5406,200,,,e20110616,
e20110109,450,3189,225,4808,225,,,e20110109,
e20120311,0,,,,,,,,
e20120129,550,,,,,,,,
e20110203,225,3364,225,,,,,e20110203,
e20140456,550,119,550,,,,,,
e20100664,450,2488,300,4876,150,,,,
e20110404,225,1910,125,4740,100,,,e20110404,
e20140920,0,642,100,,,,,,
e20120792,500,,500,,,,,,
e20120030,500,2590,250,5252,250,,,,
e20120212,500,2120,250,5062,250,,,,
e20110569,450,3009,200,5194,250,,,e20110569,
e20130876,550,3059,275,3804,275,,,,
e20140768,0,,,,,,,,
e20120092,0,,,,,,,,
,0,,,,,,,,
e20120113,250,,,,,,,,
,450,2543,225,5753,225,,,e20110446,
,0,,,,,,,,
e20120364,250,1656,250,,,,,,
e20120487,500,2883,150,3110,150,5502,200,,
e20140516,550,592,275,4420,275,,,,
e20120147,500,3256,350,5318,150,,,,
e20110185,450,4385,450,,,,,e20110185,
e20140347,550,268,275,3738,275,,,,
e20120506,500,3235,250,5512,250,,,,
e20130723,0,,,,,,,,
e20130518,550,2146,275,4452,275,,,,
e20130695,550,1205,300,,,,,,
e20130028,400,1228,400,,,,,,
e20130265,550,2687,200,5247,350,,,,
e20110477,450,2523,450,,,,,e20110477,
e20110577,0,,,,,,,e20110577,
e20120703,550,1235,275,,,,,,
e20131042,300,1537,150,5287,150,,,,
e20130433,550,1474,275,4529,275,,,,
e20120453,500,,,,,,,,
e20120609,500,3005,250,5365,250,,,,
e20120424,500,2324,250,5107,250,,,,
,0,,,,,,,,
,300,914,150,3562,150,,,,
e20120444,500,,,,,,,,
e20131185,200,2079,100,5146,100,,,,
e20120132,400,,,,,,,,
e20130573,550,,,,,,,,
e20120344,500,1884,250,4982,250,,,,
e20130636,550,1995,275,4719,275,,,,
,0,,,,,,,,
e20140849,500,1168,250,4253,250,,,,
e20130321,550,3191,250,4301,300,,,,
e20120483,500,,,,,,,,
,0,,,,,,,,
e20120403,500,3515,500,,,,,,
e20120569,550,,,,,,,,
e20110119,450,3359,450,,,,,e20110119,
e20130243,550,1187,275,4516,275,,,,
e20120289,500,3294,250,5264,250,,,,
e20110287,450,3366,450,,,,,e20110287,
e20120374,250,3397,250,,,,,,
e20120591,500,2705,500,,,,,,
e20120745,250,1253,250,,,,,,
e20120042,0,,,,,,,,
e20120163,500,1315,500,,,,,,
e20120524,550,,,,,,,,
e20120142,550,,,,,,,,
e20110258,225,1773,100,4770,125,,,e20110258,
e20120428,250,3156,250,,,,,,
e20120700,500,1566,250,4930,250,,,,
e20130164,0,,,,,,,,
,300,,,,,,,,
,500,2942,500,,,,,,
,550,1669,250,5051,300,,,,
e20120104,500,3077,250,5323,250,,,,
e20120449,550,,,,,,,,
e20110455,450,2435,400,,,,,e20110455,
e20131175,300,2162,150,5594,150,,,,
e20110179,500,,,,,,,,
e20120422,500,1726,250,3500,250,,,,
e20130477,550,765,300,4835,250,,,,
,0,,,,,,,,
,450,1709,250,4504,200,,,e20110756,
,450,,,,,,,e20110760,
e20120093,550,4123,200,,,,,,
e20140845,500,18,500,,,,,,
e20120211,500,2175,250,3863,250,,,,
e20110620,450,2164,300,5316,150,,,e20110620,
e20131123,0,,,,,,,,
e20130268,550,2686,200,5245,350,,,,
e20120079,500,,,,,,,,
e20130158,550,1056,300,3920,250,,,,
e20110151,0,,,,,,,e20110151,
e20140181,550,231,275,3894,275,,,,
e20120298,250,3154,125,3849,125,,,,
e20140968,0,,,,,,,,
,0,,,,,,,,
,250,3067,125,4102,125,,,,
e20120174,500,1759,500,,,,,,
e20120236,500,3006,250,5336,250,,,,
e20120288,500,3295,500,,,,,,
e20110704,450,,,,,,,e20110704,
e20120462,550,,,,,,,,
e20120514,500,5109,500,,,,,,
e20130797,0,,,,,,,,
e20140838,250,1009,250,,,,,,
e20120665,500,2867,250,5006,250,,,,
e20130832,550,1021,275,4391,275,,,,
e20130697,550,322,300,4673,200,5598,50,,
e20120759,550,,,,,,,,
,550,367,275,,,,,,
,225,3327,200,5647,25,,,,
,300,994,300,,,,,,
,0,,,,,,,,
,250,3411,250,,,,,,
,0,,,,,,,,
e20120098,550,,,,,,,,
e20130687,550,1440,275,435,275,,,,
e20110447,450,1933,225,3862,225,,,e20110447,
e20120709,500,2148,250,4421,250,,,,
e20110310,225,3302,100,1013,125,,,e20110310,
e20120479,500,3170,250,4231,250,,,,
e20120622,500,2789,250,4637,250,,,,
e20130495,400,1311,200,4713,200,,,,
e20120520,250,1957,250,,,,,,
e20100560,450,2097,225,4646,225,,,,
e20110719,450,5190,450,,,,,e20110719,
e20130962,300,1024,150,4725,150,,,,
e20140854,500,534,250,3724,250,,,,
e20100519,225,1946,225,,,,,e20100519,
e20130027,550,1283,550,,,,,,
e20130972,300,,,,,,,,
e20120200,500,3003,250,5187,250,,,,
e20131108,200,1261,100,5466,100,,,,
e20140836,500,918,250,3631,250,,,,
e20110080,450,2871,200,5728,250,,,e20110080,
e20110866,300,,,,,,,,
,550,146,275,4189,275,,,,
e20110075,450,3248,250,5677,200,,,e20110075,
e20130110,0,,,,,,,,
e20100413,450,,,,,,,,
e20140873,250,1108,125,5348,125,,,,
e20130350,550,3503,550,,,,,,
e20110370,450,2464,250,4909,200,,,e20110370,
e20141002,300,1166,150,,,,,,
e20120625,0,,,,,,,,
e20120686,500,3024,250,4689,250,,,,
e20140816,550,907,275,5461,275,,,,
e20140841,500,1037,250,5265,250,,,,
,0,,,,,,,,
,550,345,300,,,,,,
,400,1351,400,,,,,,
,0,,,,,,,,
e20130013,550,5033,550,,,,,,
e20140102,550,47,250,2901,300,,,,
e20130694,550,,,,,,,,
e20131061,300,2739,150,4933,150,,,,
e20130982,0,,,,,,,,
e20120201,0,,,,,,,,
e20131009,300,2668,150,5251,150,,,,
e20131035,300,,,,,,,,
e20130444,550,2147,275,3880,275,,,,
e20110489,500,,,,,,,,
e20120090,500,1398,500,,,,,,
e20130644,550,4056,250,5629,300,,,,
,,,,,,,,,
e20130586,550,2069,275,4665,275,,,,
e20120570,550,,,,,,,,
e20130704,550,1345,550,,,,,,
e20120668,250,2777,100,4934,150,,,,
e20110055,450,1882,225,5441,225,,,e20110055,
e20110428,450,1906,225,4441,225,,,e20110428,
e20120463,500,2299,230,3493,270,,,,
e20120614,500,1527,250,5325,250,,,,
e20120352,250,1915,200,5173,50,,,,
e20131131,200,1667,100,4947,100,,,,
e20120008,550,,,,,,,,
e20110329,450,2874,225,4217,225,,,e20110329,
e20120722,500,2457,150,5534,350,,,,
e20130288,550,4556,550,,,,,,
e20120435,250,1365,125,4101,125,,,,
e20110304,450,2688,225,5014,225,,,e20110304,
e20130887,550,2681,275,5032,275,,,,
e20120156,500,2521,250,4700,250,,,,
e20110340,0,,,,,,,e20110340,
e20130046,550,1599,275,4621,275,,,,
e20130692,550,1206,300,4144,250,,,,
e20140315,550,776,275,5601,275,,,,
e20120789,500,,500,,,,,,
e20110291,450,1959,250,4922,200,,,e20110291,
e20131046,300,3007,150,,,,,,
e20110126,450,2683,225,4028,225,,,e20110126,
e20120286,500,1857,500,,,,,,
e20131201,0,,,,,,,e20131200,
e20120432,250,1363,250,,,,,,
,125,,,,,,,,
,550,,,,,,,,
e20120484,500,2657,250,4326,250,,,,
e20130420,550,1344,275,5614,275,,,,
e20140335,550,694,550,,,,,,
e20140731,550,968,275,4585,275,,,,
e20130912,400,3274,200,5263,200,,,,
e20120165,250,1288,250,,,,,,
e20131017,300,,,,,,,,
e20120068,500,2173,250,4812,250,,,,
e20141044,300,1025,150,,,,,,
e20131222,200,1591,100,5430,100,,,,
e20130135,550,986,550,,,,,,
e20120751,500,3309,200,5098,300,,,,
e20100171,225,2005,225,,,,,,
e20120239,250,1688,125,4018,125,,,,
e20120367,0,,,,,,,,
e20140878,500,1236,250,5102,250,,,,
e20140870,500,1058,500,,,,,,
e20120740,500,2064,250,4635,250,,,,
e20110773,225,2671,225,,,,,e20110773,
e20130361,550,,,,,,,,
e20120388,500,,,,,,,,
e20110463,450,1858,225,5503,225,,,e20110463,
e20141055,300,1208,150,3817,150,,,,
e20120376,500,2635,250,4986,250,,,,
e20130739,400,1678,400,,,,,,
e20131142,200,3149,200,,,,,,
e20130043,400,2008,200,3695,200,,,,
e20130670,550,1741,140,4493,410,,,,
e20130221,550,3425,550,,,,,,
e20110596,450,3378,450,,,,,e20110596,
e20131090,200,1889,100,5540,100,,,,
e20120724,250,2872,125,3964,125,,,,
e20120823,300,,,,,,,,
e20120182,500,3096,250,5326,250,,,,
,200,1335,100,4041,100,,,,
,500,2933,500,,,,,,
,500,,,,,,,,
,400,1230,200,4486,200,,,,
e20130200,550,2440,150,5641,400,,,,
e20130458,0,,,,,,,,
e20110041,225,1616,225,,,,,e20110041,
e20131021,300,1210,150,4658,150,,,,
e20130055,550,3420,550,,,,,,
e20130348,400,2207,400,,,,,,
e20140958,300,984,150,4280,120,5211,30,,
e20130054,550,2137,275,4291,275,,,,
e20130365,0,,,,,,,,
e20120553,0,,,,,,,,
e20130643,550,1766,275,4397,275,,,,
e20120738,500,1883,500,,,,,,
e20120004,0,,,,,,,,
e20110342,225,1826,225,,,,,e20110342,
e20110390,450,2372,225,5314,225,,,e20110390,
e20130011,0,,,,,,,,
e20120190,500,1968,250,3832,250,,,,
e20110568,500,,,,,,,,
e20140871,500,1086,500,,,,,,
e20120120,250,,,,,,,,
e20130536,550,1252,550,,,,,,
e20120537,250,1600,125,5527,125,,,,
e20120592,500,3870,500,,,,,,
e20120406,250,2046,125,3873,125,,,,
e20120180,0,,,,,,,,
e20130004,400,2287,200,3905,200,,,,
e20120237,500,2952,250,5392,250,,,,
e20120345,500,3673,250,5687,250,,,,
e20120391,500,4059,500,,,,,,
e20110448,450,3337,220,5379,230,,,e20110448,
e20130978,200,2368,200,,,,,,
e20120491,500,,,,,,,,
e20120617,250,1562,125,4642,125,,,,
e20130384,550,1548,200,3855,350,,,,
e20130580,550,,,,,,,,
,0,,,,,,,,
e20130030,550,1433,275,3678,275,,,,
e20130209,550,,,,,,,,
e20120698,500,5402,250,,,,,,
e20110722,450,4366,450,,,,,e20110722,
e20130097,550,2541,275,4373,275,,,,
e20110403,450,1839,225,3471,225,,,e20110403,
e20120586,500,3141,250,,,,,,
,250,,,,,,,,
,550,2996,275,4878,275,,,,
e20120248,500,2615,250,4583,250,,,,
e20120351,250,4519,250,,,,,,
e20110493,500,1827,500,,,,,,
e20120597,500,2965,250,5517,250,,,,
e20110008,0,,,,,,,e20110008,
e20120073,250,3086,125,4017,125,,,,
e20120131,250,1582,125,3757,125,,,,
e20110336,450,1590,450,,,,,e20110336,
e20130551,400,2391,200,4337,200,,,,
e20120552,250,1618,125,3891,125,,,,
e20110778,225,1842,125,4792,100,,,e20110778,
e20120791,550,,,,,,,,
e20120801,500,3095,220,5086,280,,,,
e20130550,550,2332,270,4272,280,,,,
e20120735,550,2337,150,5506,400,,,,
e20140481,400,639,200,,,,,,
e20120164,250,1815,250,,,,,,
e20130230,550,,,,,,,,
e20131066,300,2426,300,,,,,,
e20140752,550,719,550,,,,,,
e20130938,550,,,,,,,,
e20140148,550,154,275,3596,275,,,,
e20120359,500,1749,250,4107,250,,,,
e20110763,500,,,,,,,,
e20130904,550,2159,275,5429,275,,,,
e20120122,500,3185,250,5319,250,,,,
e20120145,500,2520,250,4500,250,,,,
e20120088,500,1976,250,4518,250,,,,
e20130371,400,1903,200,,,,,,
e20120443,500,3241,200,4482,300,,,,
e20120207,500,1152,500,,,,,,
e20120695,0,,,,,,,,
e20120309,500,3392,500,,,,,,
e20110439,450,2708,250,4916,200,,,e20110439,
e20130709,550,1169,550,,,,,,
e20140747,550,880,275,3876,275,,,,
e20120226,500,,,,,,,,
e20120242,500,2365,250,4826,250,,,,
e20130294,550,,,,,,,,
e20120525,500,2714,250,4948,250,,,,
e20130659,550,,,,,,,,
e20110656,450,1034,225,5342,225,,,e20110656,
e20110799,450,1657,250,5087,200,,,e20110799,
e20120048,500,,,,,,,,
e20120638,500,,,,,,,,
e20140869,250,1016,250,,,,,,
e20120480,250,2448,125,4000,125,,,,
e20140715,550,389,550,,,,,,
e20120198,500,5475,500,,,,,,
e20130997,300,2156,150,5065,150,,,,
e20130877,550,,,,,,,,
e20120051,500,1869,250,,,,,,
e20130479,400,1310,200,4714,200,,,,
e20130579,550,2190,275,3944,275,,,,
e20120103,250,1868,125,3782,125,,,,
e20140460,0,,,,,,,,
,550,402,280,4271,270,,,,
,550,,,,,,,,
e20140957,0,955,200,,,,,,
e20120402,500,1530,500,,,,,,
e20131117,300,1904,150,2951,150,,,,
e20130882,550,2869,300,4414,250,,,,
e20120732,500,1893,250,4051,250,,,,
e20131083,300,2926,300,,,,,,
e20120076,550,,,,,,,,
e20140085,550,1020,100,,,,,,
e20120705,550,1209,250,5508,200,63,100,,
e20131188,0,,,,,,,,
e20120583,250,3408,250,,,,,,
e20130965,200,2423,100,5554,100,,,,
e20120160,400,3057,200,4400,200,,,,
e20130808,400,2692,200,5617,200,,,,
e20120771,0,,,,,,,,
e20110441,450,2077,225,5015,225,,,e20110441,
e20110810,0,,,,,,,e20110810,
e20120210,250,1621,250,,,,,,
e20120600,500,2455,250,4232,250,,,,
e20131014,200,2386,100,5468,100,,,,
e20131227,300,1765,150,4720,150,,,,
e20120411,500,2953,200,3885,200,5180,100,,
e20110201,225,3363,225,,,,,e20110201,
e20140855,500,952,250,5330,250,,,,
e20130681,550,2707,275,5106,275,,,,
e20110659,450,,,,,,,e20110659,
e20120099,500,,,,,,,,
e20131179,300,2053,300,,,,,,
e20120346,500,2974,250,4958,250,,,,
e20130545,550,2202,200,4466,350,,,,
e20110247,450,2297,225,4706,225,,,e20110247,
e20110746,450,2263,225,5193,225,,,e20110746,
e20110082,0,,,,,,,e20110082,
e20120320,500,3966,500,,,,,,
e20120047,500,,,,,,,,
e20110113,450,2839,225,,,,,e20110113,
e20120677,0,,,,,,,,
e20140041,550,312,275,3979,275,,,,
e20130077,550,2192,250,4311,300,,,,
e20140160,550,163,200,4601,350,,,,
e20120659,250,3293,125,5535,125,,,,
e20131069,0,,,,,,,,
e20130497,550,2956,550,,,,,,
e20120094,500,3187,250,5675,250,,,,
e20130686,400,1349,400,,,,,,
e20140865,250,1015,250,,,,,,
e20121225,300,,,,,,,,
