id_card,academic_year_id,to_pay,pay_1_no,pay_1,pay_2_no,pay_2,pay_3_no,pay_3,sport_no,sport
e2009496,2014,450,1955,225,4955,225,,,,
e2009012,2014,225,3015,225,,,,,,
e20120379,2014,0,,,,,,,,
e20101070,2014,200,2668,200,,,,,,
e20100016,2014,450,2803,220,4869,230,,,,
e2009205,2014,450,4165,450,,,,,,
e20100631,2014,225,3208,100,5266,125,,,,
e20120532,2014,500,2376,500,,,,,,
e20100713,2014,200,3166,100,44,100,,,,
e20100384,2014,450,4870,450,,,,,,
e20111070,2014,225,2002,100,3937,125,,,,
e2009469,2014,450,2674,225,4729,225,,,,
e20131089,2014,300,1302,300,,,,,,
e20120509,2014,500,2193,500,,,,,,
e2009506,2014,225,2821,225,,,,,,
e20100393,2014,450,3656,250,5549,200,,,,
e20100042,2014,450,3053,200,4914,250,,,,
e20100656,2014,0,,,,,,,,
e2009441,2014,450,3175,250,5797,200,,,,
e2009598,2014,450,2834,250,5696,200,,,,
e2009140,2014,450,2922,225,5819,225,,,,
e20110426,2014,450,2262,450,,,,,,
e2009563,2014,450,2817,450,,,,,,
e2009135,2014,225,3490,125,5232,100,,,,
e2009231,2014,225,3361,225,,,,,,
e2009131,2014,450,2359,200,5801,250,,,,
e20100372,2014,450,137,230,4582,220,,,,
e2009572,2014,450,3198,150,5852,300,,,,
e2009129,2014,450,2877,225,5689,225,,,,
e20121232,2014,0,,,,,,,,
e20100660,2014,450,3433,200,5227,250,,,,
e20100379,2014,0,,,,,,,,
e20131237,2014,0,2622,0,,,,,,
e2009181,2014,225,2540,100,5745,125,,,,
e20111078,2014,225,3218,225,,,,,,
e20100125,2014,450,2265,225,5809,225,,,,
e2009585,2014,0,,,,,,,,
e2009103,2014,450,3243,150,5744,300,,,,
e2009214,2014,450,2789,200,4496,250,,,,
e2009432,2014,450,2362,450,,,,,,
e20100094,2014,0,,,,,,,,
e2009504,2014,450,2778,220,5403,230,,,,
e2009539,2014,450,2831,150,5833,300,,,,
e2009087,2014,450,4160,450,,,,,,
e2009394,2014,450,4176,450,,,,,,
e20100611,2014,450,3024,450,,,,,,
e2009282,2014,450,2785,225,5848,225,,,,
e2009138,2014,450,2460,230,4557,220,,,,
e2009299,2014,225,,,,,,,,
e20111060,2014,0,,,,,,,,
e20100598,2014,225,2562,112.5,3959,112.5,,,,
e2009510,2014,450,1567,250,5863,200,,,,
e20101012,2014,225,3189,125,4918,100,,,,
e2009039,2014,450,3405,225,5782,225,,,,
e20100110,2014,450,3034,225,4487,225,,,,
e2009485,2014,225,5288,225,,,,,,
e2009773,2014,450,2667,450,,,,,,
e20100514,2014,0,,,,,,,,
e20110030,2014,450,1677,250,4010,200,,,,
e20100688,2014,0,,,,,,,,
e2009195,2014,0,,,,,,,,
e20110945,2014,200,2119,200,,,,,,
e2009481,2014,225,2776,225,,,,,,
e2009123,2014,450,4161,450,,,,,,
e2009628,2014,450,2822,200,5611,250,,,,
e2009171,2014,450,3461,250,5802,200,,,,
e20100306,2014,450,,,,,,,,
e20121239,2014,450,2986,250,5256,200,,,,
e20100630,2014,450,2973,225,4968,225,,,,
e2009391,2014,450,3290,230,5853,220,,,,
e2009555,2014,450,3204,225,5849,225,,,,
e2009071,2014,450,2242,450,,,,,,
e2009503,2014,450,2530,250,4094,200,,,,
e2009540,2014,0,,,,,,,,
e2009497,2014,450,4181,450,,,,,,
e20100241,2014,450,4147,450,,,,,,
e20100002,2014,450,3020,450,,,,,,
e20120458,2014,500,3352,250,4931,250,,,,
e20100490,2014,450,3176,225,5307,225,,,,
e2009460,2014,450,3230,225,5907,225,,,,
e2009278,2014,450,2893,225,5458,225,,,,
e2009607,2014,450,2713,250,5473,200,,,,
e2009317,2014,450,2535,200,3707,250,,,,
e2009369,2014,450,3171,225,5332,225,,,,
e2009581,2014,450,3800,150,5777,300,,,,
e20100433,2014,450,2866,225,4896,225,,,,
e20121230,2014,450,2699,450,,,,,,
e20100360,2014,450,2687,400,1478,50,,,,
e2009324,2014,450,3358,225,5706,225,,,,
e2009409,2014,450,4178,450,,,,,,
e2009001,2014,450,2606,230,5791,220,,,,
e2009058,2014,450,3486,200,5818,250,,,,
e2009610,2014,450,2999,450,,,,,,
e20110067,2014,450,1602,200,4819,250,,,,
e2009584,2014,450,3317,220,5894,230,,,,
e20100219,2014,0,,,,,,,,
e20110693,2014,450,3586,225,5078,225,,,,
e2008023,2014,450,3065,200,5776,250,,,,
e20121237,2014,450,,,,,,,,
e20111072,2014,450,2006,200,3479,250,,,,
e20111074,2014,225,1935,100,5253,125,,,,
e20111034,2014,100,2380,100,,,,,,
e2009383,2014,450,11,250,5679,200,,,,
e2009292,2014,450,1836,250,4644,200,,,,
e2009570,2014,450,2998,450,,,,,,
e20100646,2014,450,2650,450,,,,,,
e2009513,2014,450,3322,200,5838,250,,,,
e20100621,2014,450,5654,450,,,,,,
e2009079,2014,225,1776,225,,,,,,
e2009153,2014,450,3310,150,5897,300,,,,
e2009237,2014,450,3101,230,5023,220,,,,
e2009256,2014,450,2465,200,4756,250,,,,
e20110933,2014,0,,,,,,,,
e2009328,2014,450,3104,250,4506,200,,,,
e20110946,2014,200,2618,100,3912,100,,,,
e20100648,2014,0,,,,,,,,
e20121244,2014,225,2543,225,,,,,,
e2009565,2014,450,1992,230,5921,220,,,,
e20100672,2014,450,5839,450,,,,,,
e20111080,2014,450,799,450,,,,,,
e2009406,2014,0,,,,,,,,
e20100600,2014,450,3238,220,5257,230,,,,
e2009590,2014,450,2927,180,5749,270,,,,
e20120040,2014,500,1231,250,5291,250,,,,
e2009518,2014,450,5898,450,,,,,,
e2009119,2014,450,3160,230,5814,220,,,,
e20100134,2014,450,2355,225,3745,225,,,,
e20100501,2014,450,3128,225,1336,225,,,,
e20111075,2014,450,2885,250,5775,200,,,,
e2009166,2014,450,2861,225,5753,225,,,,
e2009549,2014,450,4183,450,,,,,,
e2009519,2014,450,2959,250,4985,200,,,,
e20100252,2014,450,2651,225,4853,225,,,,
e20110451,2014,225,2258,225,,,,,,
e2009371,2014,450,3122,225,5194,225,,,,
e2009082,2014,225,1575,225,,,,,,
e2009372,2014,0,,,,,,,,
e2009533,2014,450,2234,225,5007,225,,,,
e2009569,2014,450,4184,450,,,,,,
e20110421,2014,0,,,,,,,,
e2009402,2014,450,5684,450,,,,,,
e2009384,2014,450,3196,225,5214,225,,,,
e2009167,2014,450,3054,200,3497,250,,,,
e20100407,2014,450,3272,250,5282,200,,,,
e2009026,2014,450,2978,200,5840,250,,,,
e2009185,2014,225,2693,225,,,,,,
e20100233,2014,450,3372,200,5682,250,,,,
e2009285,2014,450,3369,250,5783,200,,,,
e20100362,2014,0,,,,,,,,
e20100165,2014,450,,,,,,,,
e20110280,2014,450,2170,200,5800,250,,,,
e2009600,2014,450,3411,225,5414,225,,,,
e20130198,2014,550,824,275,4314,275,,,,
e2009474,2014,225,1929,225,,,,,,
e20110625,2014,450,3357,225,4873,225,,,,
e20100033,2014,450,5159,450,,,,,,
e2009083,2014,0,,,,,,,,
e20100275,2014,450,5898,450,,,,,,
e2009075,2014,450,2357,250,5217,200,,,,
e20100085,2014,450,3748,450,,,,,,
e2009459,2014,113,2799,113,,,,,,
e2009107,2014,450,3493,225,4043,225,,,,
e20120701,2014,0,,,,,,,,
e2009004,2014,225,2003,115,4886,110,,,,
e20120513,2014,500,2658,250,,,,,,
e2009579,2014,450,3247,250,8,200,,,,
e2009475,2014,450,2043,225,5716,225,,,,
e2009015,2014,225,3216,225,,,,,,
e2009118,2014,450,2905,450,,,,,,
e2009333,2014,450,4170,450,,,,,,
e20100359,2014,450,2819,200,5206,250,,,,
e20100546,2014,450,2709,300,3775,150,,,,
e2009057,2014,450,1631,200,4565,250,,,,
e2009063,2014,450,2175,225,3421,225,,,,
e20100533,2014,450,3049,200,5231,225,5334,25,,
e2009234,2014,450,3229,450,,,,,,
e20100636,2014,450,2537,200,5008,250,,,,
e20120535,2014,500,3277,250,4478,250,,,,
e20131133,2014,0,1193,0,3829,0,,,,
e2009588,2014,450,1831,225,5340,225,,,,
e2009043,2014,450,3012,450,,,,,,
e20100142,2014,450,3220,300,5283,150,,,,
e2009250,2014,0,,,,,,,,
e20110982,2014,100,3297,100,,,,,,
e20100663,2014,450,2662,225,5177,225,,,,
e20100004,2014,450,4523,450,,,,,,
e20100205,2014,450,2697,225,5129,225,,,,
e20110333,2014,450,1611,225,4464,225,,,,
e2009056,2014,450,2735,200,5570,250,,,,
e20100419,2014,225,3364,200,5761,25,,,,
e20100818,2014,200,2804,100,4505,100,,,,
e20100510,2014,450,1432,225,3750,225,,,,
e20121134,2014,250,1595,125,5305,125,,,,
e20100071,2014,225,3150,125,3836,100,,,,
e2009589,2014,450,3488,450,,,,,,
e20110437,2014,450,1687,225,5097,225,,,,
e2009202,2014,450,3188,225,4566,225,,,,
e20120984,2014,250,3088,125,4495,125,,,,
e2009564,2014,225,3487,225,,,,,,
e2009270,2014,450,541,225,4011,225,,,,
e20110064,2014,450,3186,230,5482,220,,,,
e2009389,2014,450,3323,150,5727,300,,,,
e20100628,2014,450,3363,200,5279,250,,,,
e20100735,2014,225,1582,100,5618,125,,,,
e2009446,2014,450,3360,225,5915,225,,,,
e20100655,2014,450,3403,225,5519,225,,,,
e20110019,2014,450,3190,250,5922,200,,,,
e20111026,2014,200,2383,100,4037,100,,,,
e20110788,2014,450,4454,225,5939,225,,,,
e20100390,2014,450,3019,450,,,,,,
e2009022,2014,450,2423,210,4637,240,,,,
e2009477,2014,450,2524,230,4930,220,,,,
e2009161,2014,450,3003,450,,,,,,
e20100398,2014,450,3232,250,5415,200,,,,
e20100495,2014,450,4118,230,2661,220,,,,
e20111082,2014,225,2862,225,,,,,,
e2009601,2014,450,2663,225,2710,225,,,,
e20100606,2014,450,1949,450,,,,,,
e20121226,2014,0,,,,,,,,
e20100049,2014,0,,,,,,,,
e2009436,2014,450,5931,450,,,,,,
e20100207,2014,450,2975,225,5357,225,,,,
e20120337,2014,500,2523,200,,,,,,
e20100055,2014,450,3211,225,5413,225,,,,
e20110267,2014,450,1634,150,5162,300,,,,
e2009599,2014,450,4185,450,,,,,,
e20100352,2014,450,2368,450,,,,,,
e2009491,2014,0,,,,,,,,
e20100537,2014,450,1859,250,5157,200,,,,
e2009613,2014,450,3194,225,5718,225,,,,
e2009152,2014,450,2895,450,,,,,,
e2009320,2014,0,,,,,,,,
e2009192,2014,450,4164,450,,,,,,
e2009078,2014,450,3491,225,3894,225,,,,
e2009148,2014,450,2087,450,,,,,,
e2009194,2014,0,,,,,,,,
e2009337,2014,0,,,,,,,,
e20100132,2014,450,3556,200,5439,250,,,,
e20120920,2014,250,1597,100,5585,150,,,,
e20100345,2014,450,2953,100,,226,5705,124,,
e20100169,2014,450,1629,450,,,,,,
e20100280,2014,225,1957,125,4839,100,,,,
e2009501,2014,225,2784,110,5710,115,,,,
e2009378,2014,0,,,,,,,,
e20110926,2014,100,2675,100,,,,,,
e2009338,2014,450,3146,225,5239,225,,,,
e2009356,2014,450,2519,225,4680,225,,,,
e2009224,2014,450,4427,450,,,,,,
e20120495,2014,500,4697,250,5540,250,,,,
e20110910,2014,200,1896,100,5778,100,,,,
e20121060,2014,125,3163,125,,,,,,
e20110408,2014,225,2261,225,,,,,,
e20100634,2014,450,,,,,,,,
e20100667,2014,230,2974,230,,,,,,
e20100341,2014,450,2823,200,4794,250,,,,
e20100376,2014,450,2294,225,4527,225,,,,
e20110374,2014,450,2337,200,5120,250,,,,
e20100018,2014,450,3366,225,5321,225,,,,
e20100186,2014,450,3456,200,5268,250,,,,
e2009243,2014,450,3443,225,5870,225,,,,
e20100422,2014,450,2798,450,,,,,,
e20100153,2014,450,2690,450,,,,,,
e20100406,2014,450,2147,300,5694,150,,,,
e2009577,2014,0,,,,,,,,
e20100687,2014,450,1719,225,4925,225,,,,
e2009216,2014,450,2521,250,5589,200,,,,
e2009053,2014,450,3158,200,5150,250,,,,
e20100074,2014,450,2251,200,5171,250,,,,
e2009553,2014,450,2899,250,5530,200,,,,
e2009339,2014,450,2426,225,5741,225,,,,
e20101075,2014,100,2669,100,,,,,,
e20110079,2014,450,2129,450,,,,,,
e20100106,2014,450,1208,225,4569,225,,,,
e2009537,2014,225,3455,100,5828,125,,,,
e20131225,2014,225,2105,225,,,,,,
e2009351,2014,450,2109,450,,,,,,
e20110595,2014,450,3125,225,4638,225,,,,
e2009240,2014,450,3144,150,5844,300,,,,
e20121241,2014,450,5491,225,,,,,,
e20100389,2014,450,18,200,5765,250,,,,
e2009534,2014,450,2291,230,4842,220,,,,
e20100038,2014,450,3127,225,5246,225,,,,
e20120601,2014,500,2314,250,3815,250,,,,
e20100976,2014,450,5544,200,5911,250,,,,
e20100190,2014,0,,,,,,,,
e20100298,2014,450,5780,250,,,,,,
e20110348,2014,450,1612,225,5136,225,,,,
e2009705,2014,450,3052,200,5811,250,,,,
e2009438,2014,450,2832,220,5836,230,,,,
e20100348,2014,450,5567,450,,,,,,
e20100206,2014,0,,,,,,,,
e2008434,2014,450,,,,,,,,
e20100431,2014,450,2031,225,,,,,,
e20110672,2014,450,2387,230,5293,220,,,,
e2009105,2014,0,,,,,,,,
e20100293,2014,0,,,,,,,,
e2009559,2014,450,3416,220,5845,230,,,,
e2009094,2014,450,3501,225,5697,225,,,,
e2009042,2014,450,2850,200,5204,250,,,,
e20100208,2014,225,3429,75,5756,150,,,,
e2009208,2014,0,,,,,,,,
e20121008,2014,250,3614,250,,,,,,
e20100662,2014,225,1967,125,5587,100,,,,
e2009254,2014,0,,,,,,,,
e20130721,2014,550,495,275,3946,275,,,,
e2009145,2014,450,3351,150,5726,300,,,,
e2009368,2014,450,4175,450,,,,,,
e20100057,2014,450,3071,450,,,,,,
e2009780,2014,450,2642,225,4785,225,,,,
e20100277,2014,450,5181,450,,,,,,
e2009246,2014,450,2685,450,,,,,,
e2009500,2014,450,2840,200,5855,250,,,,
e20100128,2014,0,,,,,,,,
e2009174,2014,450,3179,100,4956,350,,,,
e20100198,2014,450,2490,200,4532,250,,,,
e2009099,2014,450,3303,200,5880,250,,,,
e2009349,2014,0,,,,,,,,
e20100487,2014,450,2801,225,4971,225,,,,
e20120689,2014,500,1706,250,5025,250,,,,
e2009380,2014,450,2366,225,5108,225,,,,
e2009547,2014,450,1562,450,,,,,,
e2009516,2014,0,,,,,,,,
e2009073,2014,450,2482,225,4491,225,,,,
e20120543,2014,500,4400,450,5672,50,,,,
e20110547,2014,450,2929,225,5386,225,,,,
e20100289,2014,225,2239,100,4838,125,,,,
e2009509,2014,450,3353,220,5600,230,,,,
e2009514,2014,450,2969,250,5704,200,,,,
e20100643,2014,0,,,,,,,,
e2009318,2014,450,3315,130,3667,320,,,,
e20100174,2014,450,3253,200,5781,250,,,,
e2009198,2014,450,2715,150,3001,300,,,,
e2009424,2014,450,4179,450,,,,,,
e2009487,2014,450,3404,150,5847,300,,,,
e20120026,2014,500,2194,500,,,,,,
e20110296,2014,450,2548,225,5203,225,,,,
e20100336,2014,450,2628,450,,,,,,
e20100167,2014,450,5184,450,,,,,,
e2009238,2014,0,,,,,,,,
e20100158,2014,225,2517,225,,,,,,
e2009265,2014,450,2228,230,4988,220,,,,
e20100420,2014,450,3505,200,5927,250,,,,
e20100627,2014,450,2994,450,,,,,,
e2009575,2014,450,1551,230,4864,220,,,,
e2009274,2014,450,2628,450,,,,,,
e2009362,2014,450,4173,450,,,,,,
e2009415,2014,450,3114,450,,,,,,
e20100568,2014,450,5089,450,,,,,,
e2009480,2014,450,2846,150,4951,300,,,,
e20100099,2014,450,2549,240,5362,210,,,,
e2009473,2014,450,3481,225,,,,,,
e2009476,2014,450,2708,225,5106,225,,,,
e2009418,2014,0,,,,,,,,
e20100520,2014,450,2906,200,4946,250,,,,
e20121240,2014,450,3248,450,,,,,,
e2009377,2014,450,1537,225,4906,225,,,,
e20121166,2014,0,,,,,,,,
e2009176,2014,450,4163,450,,,,,,
e20100529,2014,450,3460,225,5596,225,,,,
e20100262,2014,0,,,,,,,,
e2009525,2014,0,,,,,,,,
e20100202,2014,450,3640,450,,,,,,
e2009235,2014,450,2462,250,3888,200,,,,
e2009544,2014,450,3066,450,,,,,,
e2009164,2014,450,1873,225,4559,225,,,,
e2009403,2014,450,2101,225,3943,225,,,,
e20110560,2014,450,2316,225,5211,225,,,,
e20110995,2014,100,3021,100,,,,,,
e2009541,2014,450,3078,250,5152,200,,,,
e20120199,2014,250,2198,250,,,,,,
e2009276,2014,450,4168,450,,,,,,
e20110054,2014,450,2833,225,5609,225,,,,
e20100435,2014,450,3609,450,,,,,,
e2009412,2014,450,3166,225,5724,225,,,,
e20110882,2014,200,2918,200,,,,,,
e20110969,2014,200,2446,100,4967,100,,,,
e2008328,2014,450,3439,225,5906,225,,,,
e20100236,2014,450,2527,250,5301,200,,,,
e2009437,2014,0,,,,,,,,
e2009453,2014,225,1037,100,4832,125,,,,
e20100117,2014,450,3376,250,5389,200,,,,
e20100500,2014,0,,,,,,,,
e20120986,2014,0,,,,,,,,
e2009035,2014,450,3893,200,5820,250,,,,
e2009287,2014,225,2712,225,,,,,,
e20100464,2014,450,3164,200,3933,200,5908,50,,
e2009443,2014,450,2635,200,5525,250,,,,
e2009218,2014,450,2381,200,5748,250,,,,
e20100807,2014,225,2897,225,,,,,,
e2009435,2014,450,2465,450,,,,,,
e2009315,2014,450,3474,450,,,,,,
e20121227,2014,450,3242,225,5377,225,,,,
e20110312,2014,450,1518,225,5452,225,,,,
e20100281,2014,450,3008,230,5146,220,,,,
e2009068,2014,450,3374,200,5764,250,,,,
e20100470,2014,450,2591,225,4679,225,,,,
e2009302,2014,450,3033,450,,,,,,
e2009033,2014,450,4034,450,,,,,,
e2009128,2014,450,2266,200,5245,250,,,,
e2009066,2014,450,3430,260,5721,190,,,,
e2009132,2014,450,2749,225,5289,225,,,,
e2009102,2014,450,3281,200,5826,250,,,,
e2009122,2014,0,,,,,,,,
e20100618,2014,450,3598,250,5518,200,,,,
e20131166,2014,300,537,150,,,,,,
e20100039,2014,450,,,,,,,,
e20100077,2014,225,1965,125,4816,100,,,,
e20111015,2014,0,,,,,,,,
e20100577,2014,225,2757,115,4893,110,,,,
e20100137,2014,450,3980,450,,,,,,
e2009316,2014,450,4875,130,5932,320,,,,
e2009054,2014,450,519,250,3483,200,,,,
e20100052,2014,450,3648,250,5659,200,,,,
e2009430,2014,450,4017,130,3,200,9,120,,
e20120831,2014,250,2433,250,,,,,,
e2009060,2014,450,,,,,,,,
e20110167,2014,450,2947,225,4634,225,,,,
e2009280,2014,450,2578,450,,,,,,
e2009703,2014,450,2725,200,5215,250,,,,
e20131097,2014,200,1235,200,,,,,,
e2009047,2014,450,1839,150,5645,300,,,,
e20100588,2014,450,2599,250,5095,200,,,,
e2009420,2014,450,2525,150,5837,300,,,,
e2009013,2014,225,2858,100,5467,125,,,,
e2009029,2014,450,2611,225,4497,225,,,,
e2009355,2014,450,1871,225,5742,225,,,,
e20100173,2014,450,,,,,,,,
e2009221,2014,0,,,,,,,,
e20110535,2014,450,1762,220,5333,230,,,,
e2009478,2014,0,,,,,,,,
e2009125,2014,450,3147,200,,,,,,
e2009314,2014,225,3236,150,3275,75,,,,
e20100378,2014,450,4771,450,,,,,,
e20121162,2014,250,1742,125,5366,125,,,,
e20131192,2014,225,1200,100,4829,125,,,,
e2009262,2014,450,2602,450,,,,,,
e20110552,2014,450,3294,225,5224,225,,,,
e20100507,2014,450,2082,225,5608,225,,,,
e20100048,2014,450,1728,200,5252,250,,,,
e2009306,2014,450,1573,450,,,,,,
e20100650,2014,450,2572,225,3969,225,,,,
e20110037,2014,450,,,,,,,,
e20110429,2014,450,2410,225,4872,225,,,,
e20100617,2014,450,2476,225,4912,225,,,,
e20110427,2014,450,2782,225,5255,225,,,,
e20120558,2014,0,,,,,,,,
e2009257,2014,450,4166,450,,,,,,
e2009417,2014,450,1756,225,4643,225,,,,
e20100608,2014,450,2346,200,5133,250,,,,
e20100502,2014,450,2323,225,4480,225,,,,
e2009261,2014,450,4167,450,,,,,,
e2009416,2014,225,,,,,,,,
e20100070,2014,450,5738,450,,,,,,
e2009184,2014,450,3117,230,5261,220,,,,
e20121187,2014,250,3620,250,,,,,,
e20100640,2014,225,3359,100,5575,125,,,,
e20100526,2014,450,2025,225,4793,225,,,,
e2009297,2014,450,1858,200,5619,250,,,,
e20100087,2014,450,5091,200,5789,250,,,,
e20100557,2014,450,3367,225,5230,225,,,,
e2009494,2014,450,3482,450,,,,,,
e20100209,2014,450,1945,250,5259,200,,,,
e2009461,2014,225,2531,225,,,,,,
e20110904,2014,200,2377,100,4469,100,,,,
e2009456,2014,225,2000,225,,,,,,
e20100061,2014,450,2791,450,,,,,,
e2009279,2014,450,2070,225,3922,225,,,,
e2009532,2014,450,3492,225,3895,225,,,,
e2009303,2014,0,,,,,,,,
e20100335,2014,450,3145,200,5147,250,,,,
e20110246,2014,450,1633,200,4546,250,,,,
e20121243,2014,225,2544,225,,,,,,
e2009275,2014,450,3494,225,5233,225,,,,
e20100246,2014,450,3293,175,5009,275,,,,
e2009136,2014,225,2424,225,,,,,,
e20100603,2014,450,2177,200,5115,250,,,,
e2009463,2014,225,2887,225,,,,,,
e20121233,2014,225,2032,100,5546,125,,,,
e20110392,2014,450,2163,225,4111,225,,,,
e20110714,2014,450,2593,225,5410,225,,,,
e20100649,2014,450,3409,200,5903,200,,,,
e2009051,2014,225,2099,125,5805,100,,,,
e20100135,2014,450,2612,230,5695,220,,,,
e20100411,2014,450,3332,225,5719,225,,,,
e2009452,2014,450,2679,225,5947,225,,,,
e2009464,2014,450,2910,200,4851,250,,,,
e20110305,2014,450,1898,225,5928,225,,,,
e2009085,2014,0,,,,,,,,
e2009064,2014,450,3838,150,5850,300,,,,
e2009560,2014,450,3395,250,5299,200,,,,
e20100571,2014,225,2102,100,,,,,,
e2009030,2014,450,3228,450,,,,,,
e2009168,2014,0,,,,,,,,
e2009562,2014,225,2004,100,5515,125,,,,
e2009112,2014,450,3059,250,5763,200,,,,
e20110665,2014,450,1866,225,5842,225,,,,
e2009354,2014,450,2767,225,5679,225,,,,
e20100263,2014,0,,,,,,,,
e2009419,2014,450,3440,150,5302,300,,,,
e20120368,2014,250,2620,250,,,,,,
e2009357,2014,450,2783,225,5888,225,,,,
e2009366,2014,450,1643,250,4597,200,,,,
e20100421,2014,450,5728,450,,,,,,
e20130548,2014,550,225,280,3904,270,,,,
e20100468,2014,450,4199,450,,,,,,
e20100984,2014,225,1581,110,3580,115,,,,
e20110328,2014,450,1638,225,3854,225,,,,
e2009092,2014,450,2375,200,5196,250,,,,
e20120151,2014,250,2321,125,4608,125,,,,
e20100127,2014,450,3064,200,5073,100,5913,150,,
e20100056,2014,450,2172,450,,,,,,
e2009313,2014,450,,230,1407,220,,,,
e20100482,2014,450,3466,275,5278,175,,,,
e20100511,2014,450,2293,250,4758,200,,,,
e2009113,2014,450,1928,200,3881,250,,,,
e20100324,2014,450,,,,,,,,
e20120530,2014,500,1663,250,4503,250,,,,
e20120307,2014,0,,,,,,,,
e20120667,2014,500,1849,250,,,,,,
e20100425,2014,450,3230,450,,,,,,
e20100081,2014,450,2361,200,5547,250,,,,
e2009283,2014,450,3077,225,5841,225,,,,
e20100313,2014,450,5773,450,,,,,,
e20120387,2014,500,2681,230,4788,270,,,,
e20110215,2014,450,2707,400,4533,50,,,,
e20100302,2014,225,2027,100,4859,125,,,,
e20110732,2014,450,2252,450,,,,,,
e20120020,2014,250,2093,125,5100,125,,,,
e20110121,2014,450,2677,225,4579,225,,,,
e20110517,2014,450,1628,230,4690,220,,,,
e2009587,2014,450,2848,130,4920,320,,,,
e2009608,2014,0,,,,,,,,
e20100121,2014,450,4196,450,,,,,,
e20110634,2014,450,5319,250,5923,200,,,,
e2009502,2014,450,2619,250,5765,200,,,,
e20100326,2014,450,3096,225,4615,225,,,,
e20100017,2014,450,2915,450,,,,,,
e20110806,2014,450,4452,225,5937,225,,,,
e20100342,2014,450,2326,450,,,,,,
e20100007,2014,450,3261,225,4810,225,,,,
e2009428,2014,0,,,,,,,,
e20100554,2014,450,2564,225,3961,225,,,,
e20100558,2014,450,2982,200,4924,250,,,,
e20121078,2014,125,3328,125,,,,,,
e20100300,2014,225,2563,112.5,,112.5,,,,
e20100423,2014,0,,,,,,,,
e2009045,2014,450,3252,450,,,,,,
e2009545,2014,0,,,,,,,,
e20100133,2014,450,5183,450,,,,,,
e20100185,2014,0,,,,,,,,
e20100223,2014,450,5524,450,,,,,,
e20121094,2014,250,2230,250,,,,,,
e20110624,2014,450,5659,250,5899,200,,,,
e2009551,2014,450,1380,200,5140,250,,,,
e20120205,2014,500,3099,250,,,,,,
e20130377,2014,0,,,,,,,,
e20100620,2014,225,2806,100,5666,125,,,,
e20100638,2014,450,4200,450,,,,,,
e20110347,2014,450,1601,200,5071,250,,,,
e20100157,2014,225,2518,100,3706,125,,,,
e20100462,2014,450,,,,,,,,
e20120785,2014,500,2195,500,,,,,,
e20100301,2014,450,2574,225,3971,225,,,,
e2009139,2014,450,3136,200,5503,250,,,,
e20120178,2014,500,4514,150,5501,250,,,,
e2009273,2014,450,3412,200,5865,250,,,,
e20110469,2014,450,2222,225,3749,225,,,,
e2009020,2014,450,2637,200,5223,250,,,,
e20110212,2014,450,2055,200,4947,250,,,,
e20110516,2014,450,4450,225,5935,225,,,,
e20100172,2014,450,1606,450,,,,,,
e20110897,2014,450,1941,450,,,,,,
e20121055,2014,250,2807,125,5856,125,,,,
e20100176,2014,450,5786,450,,,,,,
e2009269,2014,450,1942,225,5708,225,,,,
e20100232,2014,450,3925,450,,,,,,
e2009289,2014,0,,,,,,,,
e20120576,2014,0,,,,,,,,
e20100319,2014,450,1729,225,5481,225,,,,
e20110900,2014,200,2511,200,,,,,,
e20110971,2014,100,2771,100,,,,,,
e20100021,2014,450,1469,450,,,,,,
e2009172,2014,450,2545,225,5457,225,,,,
e20131215,2014,225,1492,100,4063,125,,,,
e20120974,2014,250,,,,,,,,
e20110853,2014,200,4538,200,,,,,,
e2009183,2014,450,3291,200,5159,250,,,,
e20100161,2014,450,1982,250,4724,200,,,,
e20100296,2014,450,5729,450,,,,,,
e20100583,2014,450,3391,200,5509,250,,,,
e20100100,2014,450,3161,225,5686,225,,,,
e20100168,2014,225,3447,100,2580,125,,,,
e2009573,2014,450,3237,450,,,,,,
e20100454,2014,450,2532,450,,,,,,
e20100547,2014,450,1972,450,,,,,,
e20100553,2014,450,3296,225,5896,225,,,,
e20110046,2014,450,5094,250,5571,200,,,,
e20120328,2014,500,1178,250,4376,250,,,,
e20121214,2014,125,1532,125,,,,,,
e20130968,2014,200,1467,200,,,,,,
e20100417,2014,450,2621,450,,,,,,
e20100599,2014,225,2386,100,4466,125,,,,
e2009578,2014,225,2626,100,4806,125,,,,
e20100076,2014,450,5696,450,,,,,,
e2009120,2014,0,,,,,,,,
e20120629,2014,500,3004,500,,,,,,
e20131214,2014,225,1267,100,5495,125,,,,
e20110314,2014,450,2121,450,,,,,,
e20110345,2014,450,2214,450,,,,,,
e2009730,2014,450,2390,100,5300,350,,,,
e20100349,2014,450,3438,200,5806,250,,,,
e20110640,2014,450,1445,220,4782,230,,,,
e2009038,2014,225,2071,225,,,,,,
e20110913,2014,200,2702,100,4321,100,,,,
e20100040,2014,450,3152,230,1434,220,,,,
e20130089,2014,550,860,275,4986,275,,,,
e20110977,2014,200,2384,100,4036,100,,,,
e20100027,2014,450,5574,450,,,,,,
e20120219,2014,500,2584,250,4378,250,,,,
e20100259,2014,0,,,,,,,,
e20120494,2014,500,4698,250,5539,250,,,,
e2009077,2014,450,3040,225,5077,225,,,,
e20120372,2014,250,2199,250,,,,,,
