id,name_en,province_id,d_id,c_id,v_id,s_id,ps_id,name_kh,prefix_id,valid,is_no_school,locp_code,locd_code,locc_code,locv_code
"010000000022","Private",1,0,0,0,2,0,"ស្វៃរិន",13,1,1,1,100,10000,100000000
"010000000033","Continue Education",1,0,0,0,3,0,"បំពេញវិជ្ជា",13,1,1,1,100,10000,100000000
"010000000044","Private Continue Education",1,0,0,0,4,0,"ស្វៃរិន បំពេញវិជ្ជា",13,1,1,1,100,10000,100000000
"010101010058","DoEYSBanteaymeanchey",1,6,1,1,8,0,"មន្ទីរ អយក ខេត្ត",13,1,1,1,106,10601,106060101
"010201010051","O Thom",1,2,1,1,5,0,"O Thom",2,1,0,1,102,10201,102020101
"010201010077","Mongkol Borei",1,2,1,1,7,0,"ការិ. អយក ស្រុកមង្គលបូរី",13,1,1,1,102,10201,102020101
"010201030011","Banteay Neang",1,2,1,3,1,0,"Banteay Neang",2,1,0,1,102,10201,102020103
"010201035061","Banteay Neang",1,2,1,3,506,0,"Banteay Neang",1,1,0,1,102,10201,102020103
"010201050081","Trang",1,2,1,5,8,0,"Trang",2,1,0,1,102,10201,102020105
"010201060061","Pongror",1,2,1,6,6,0,"Pongror",2,1,0,1,102,10201,102020106
"010201070841","Kauk Tunloap",1,2,1,7,84,0,"Kauk Tunloap",2,1,0,1,102,10201,102020107
"010201075351","Kauk Tunloap",1,2,1,7,535,0,"Kauk Tunloap",1,1,0,1,102,10201,102020107
"010201090031","Khilek",1,2,1,9,3,0,"Khilek",2,1,0,1,102,10201,102020109
"010201095431","Khilek",1,2,1,9,543,0,"Khilek",1,1,0,1,102,10201,102020109
"010201097101","Khilek",1,2,1,9,710,0,"ឃីឡិក",3,1,0,1,102,10201,102020109
"010201120021","Dang Run",1,2,1,12,2,0,"Dang Run",2,1,0,1,102,10201,102020112
"010201125361","Dang Run",1,2,1,12,536,0,"Dang Run",1,1,0,1,102,10201,102020112
"010201150071","Prey Changhar",1,2,1,15,7,0,"Prey Changhar",2,1,0,1,102,10201,102020115
"010201180041","O Andaung",1,2,1,18,4,0,"O Andaung",2,1,0,1,102,10201,102020118
"010202030091","Anlung Thngann",1,2,2,3,9,0,"Anlung Thngann",2,1,0,1,102,10202,102020203
"010202035271","Anlung Thngann",1,2,2,3,527,0,"Anlung Thngann",1,1,0,1,102,10202,102020203
"010202037081","Bat Trang",1,2,2,3,708,0,"បត់ត្រង់",3,1,0,1,102,10202,102020203
"010202090101","Bat Trang",1,2,2,9,10,0,"Bat Trang",2,1,0,1,102,10202,102020209
"010202095381","Bat Trang",1,2,2,9,538,0,"Bat Trang",1,1,0,1,102,10202,102020209
"010203030781","Samaki",1,2,3,3,78,0,"Samaki",2,1,0,1,102,10203,102020303
"010203050121","Chamnom",1,2,3,5,12,0,"Chamnom",2,1,0,1,102,10203,102020305
"010203055131","Chamnom",1,2,3,5,513,0,"Chamnom",1,1,0,1,102,10203,102020305
"010203090161","Raung Ko",1,2,3,9,16,0,"Raung Ko",2,1,0,1,102,10203,102020309
"010203099041","Raung Ko",1,2,3,9,904,0,"រោងគោ",4,1,0,1,102,10203,102020309
"010203110131","Chor Khchas",1,2,3,11,13,0,"Chor Khchas",2,1,0,1,102,10203,102020311
"010203120111","Boeung Troh",1,2,3,12,11,0,"Boeung Troh",2,1,0,1,102,10203,102020312
"010203130141","Dang Trong",1,2,3,13,14,0,"Dang Trong",2,1,0,1,102,10203,102020313
"010203170151","Kauk Ponley",1,2,3,17,15,0,"Kauk Ponley",2,1,0,1,102,10203,102020317
"010203180801","Say Samon",1,2,3,18,80,0,"Say Samon",2,1,0,1,102,10203,102020318
"010204020191","Ta An",1,2,4,2,19,0,"Ta An",2,1,0,1,102,10204,102020402
"010204037091","Ta On",1,2,4,3,709,0,"តាអន",3,1,0,1,102,10204,102020403
"010204040181","Cheung Chab",1,2,4,4,18,0,"Cheung Chab",2,1,0,1,102,10204,102020404
"010204060171","Char Thmei",1,2,4,6,17,0,"Char Thmei",2,1,0,1,102,10204,102020406
"010204080201","Ta Sal",1,2,4,8,20,0,"Ta Sal",2,1,0,1,102,10204,102020408
"010205010221","Koy Meng",1,2,5,1,22,0,"Koy Meng",2,1,0,1,102,10205,102020501
"010205015071","Koy Meng",1,2,5,1,507,0,"Koy Meng",1,1,0,1,102,10205,102020501
"010205017061","Koy Meng",1,2,5,1,706,0,"គយម៉ែង",3,1,0,1,102,10205,102020501
"010205030231","Phlov Siem",1,2,5,3,23,0,"Phlov Siem",2,1,0,1,102,10205,102020503
"010205035081","Phlov Siem",1,2,5,3,508,0,"Phlov Siem",1,1,0,1,102,10205,102020503
"010205060211","Kosang Thmei",1,2,5,6,21,0,"Kosang Thmei",2,1,0,1,102,10205,102020506
"010205065371","Kosang Thmei",1,2,5,6,537,0,"Kosang Thmei",1,1,0,1,102,10205,102020506
"010205080241","Chamkar Chek",1,2,5,8,24,0,"Chamkar Chek",2,1,0,1,102,10205,102020508
"010205085091","Chamkar Chek",1,2,5,8,509,0,"Chamkar Chek",1,1,0,1,102,10205,102020508
"010206019031","Phnom Thom",1,2,6,1,903,0,"ភ្នំធំ",4,1,0,1,102,10206,102020601
"010206020281","Phnom Thom",1,2,6,2,28,0,"Phnom Thom",2,1,0,1,102,10206,102020602
"010206025281","Phnom Thom",1,2,6,2,528,0,"Phnom Thom",1,1,0,1,102,10206,102020602
"010206050291","Phnom Thom Thmei",1,2,6,5,29,0,"Phnom Thom Thmei",2,1,0,1,102,10206,102020605
"010206055291","Phnom Thom Thmei",1,2,6,5,529,0,"Phnom Thom Thmei",1,1,0,1,102,10206,102020605
"010206080261","Kauk Thnung",1,2,6,8,26,0,"Kauk Thnung",2,1,0,1,102,10206,102020608
"010206090271","O Snguot",1,2,6,9,27,0,"O Snguot",2,1,0,1,102,10206,102020609
"010206095221","O Snguot",1,2,6,9,522,0,"O Snguot",1,1,0,1,102,10206,102020609
"010206097131","O Snguot",1,2,6,9,713,0,"អូរស្ងួត",3,1,0,1,102,10206,102020609
"010206105311","O Prasat",1,2,6,10,531,0,"O Prasat",1,1,0,1,102,10206,102020610
"010206110251","O Prasat",1,2,6,11,25,0,"O Prasat",2,1,0,1,102,10206,102020611
"010206120791","Ra Chamkar Chek",1,2,6,12,79,0,"Ra Chamkar Chek",2,1,0,1,102,10206,102020612
"010206130301","Po Rieng",1,2,6,13,30,0,"Po Rieng",2,1,0,1,102,10206,102020613
"010206140311","Roung Krabao",1,2,6,14,31,0,"Roung Krabao",2,1,0,1,102,10206,102020614
"010207010341","Sang Prasat",1,2,7,1,34,0,"Sang Prasat",2,1,0,1,102,10207,102020701
"010207040331","Chey Tep Mongkol",1,2,7,4,33,0,"Chey Tep Mongkol",2,1,0,1,102,10207,102020704
"010207045321","Chey Tep Mongkol",1,2,7,4,532,0,"Chey Tep Mongkol",1,1,0,1,102,10207,102020704
"010207050321","Boeung Troh",1,2,7,5,32,0,"Boeung Troh",2,1,0,1,102,10207,102020705
"010207070351","Poy Ta Sek",1,2,7,7,35,0,"Poy Ta Sek",2,1,0,1,102,10207,102020707
"010207080361","Prey Toteung",1,2,7,8,36,0,"Prey Toteung",2,1,0,1,102,10207,102020708
"010207100371","Sovann Kiri",1,2,7,10,37,0,"Sovann Kiri",2,1,0,1,102,10207,102020710
"010207105141","Sovann Kiri",1,2,7,10,514,0,"Sovann Kiri",1,1,0,1,102,10207,102020710
"010207107111","Sovann Kiri",1,2,7,10,711,0,"សុវណ្ណគីរី",3,1,0,1,102,10207,102020710
"010208010431","Po 2 Deum",1,2,8,1,43,0,"Po 2 Deum",2,1,0,1,102,10208,102020801
"010208015491","Po 2 Deum",1,2,8,1,549,0,"Po 2 Deum",1,1,0,1,102,10208,102020801
"010208030451","Rohat Teuk",1,2,8,3,45,0,"Rohat Teuk",2,1,0,1,102,10208,102020803
"010208035101","Rohat Teuk",1,2,8,3,510,0,"Rohat Teuk",1,1,0,1,102,10208,102020803
"010208047011","Rohat Teuk",1,2,8,4,701,0,"រហាត់ទឹក",3,1,0,1,102,10208,102020804
"010208080441","Prek Samrong",1,2,8,8,44,0,"Prek Samrong",2,1,0,1,102,10208,102020808
"010208085341","Prek Samrong",1,2,8,8,534,0,"Prek Samrong",1,1,0,1,102,10208,102020808
"010208090421","O Dangkor",1,2,8,9,42,0,"O Dangkor",2,1,0,1,102,10208,102020809
"010208100381","Chamkar Chek",1,2,8,10,38,0,"Chamkar Chek",2,1,0,1,102,10208,102020810
"010208110411","O Chuob",1,2,8,11,41,0,"O Chuob",2,1,0,1,102,10208,102020811
"010208120401","Kar Svay",1,2,8,12,40,0,"Kar Svay",2,1,0,1,102,10208,102020812
"010208130391","Chak",1,2,8,13,39,0,"Chak",2,1,0,1,102,10208,102020813
"010208135211","Chak",1,2,8,13,521,0,"Chak",1,1,0,1,102,10208,102020813
"010209010461","Nun Serik",1,2,9,1,46,0,"Nun Serik",2,1,0,1,102,10209,102020901
"010209015251","Nun Serik",1,2,9,1,525,0,"Nun Serik",1,1,0,1,102,10209,102020901
"010209020521","Anhchanh",1,2,9,2,52,0,"Anhchanh",2,1,0,1,102,10209,102020902
"010209025301","Anhchanh",1,2,9,2,530,0,"Anhchanh",1,1,0,1,102,10209,102020902
"010209030541","Prek Ropeuv",1,2,9,3,54,0,"Prek Ropeuv",2,1,0,1,102,10209,102020903
"010209050571","Sala Deng",1,2,9,5,57,0,"Sala Deng",2,1,0,1,102,10209,102020905
"010209055041","Sala Deng",1,2,9,5,504,0,"Sala Deng",1,1,0,1,102,10209,102020905
"010209060471","Chamkar Ta Doak",1,2,9,6,47,0,"Chamkar Ta Doak",2,1,0,1,102,10209,102020906
"010209065031","Chamkar Ta Doak",1,2,9,6,503,0,"Chamkar Ta Doak",1,1,0,1,102,10209,102020906
"010209080481","Chumteav",1,2,9,8,48,0,"Chumteav",2,1,0,1,102,10209,102020908
"010209087019","CambodiaAcademy",1,2,9,8,0,701,"ខេមបូឌាអឺខែដឺមី",3,1,0,1,102,10209,102020908
"010209089021","Hun Sen Mongkol Borei",1,2,9,8,902,0,"ហស មង្គលបូរី",4,1,0,1,102,10209,102020908
"010209090511","Neang Ket",1,2,9,9,51,0,"Neang Ket",2,1,0,1,102,10209,102020909
"010209095051","Neang Ket",1,2,9,9,505,0,"Neang Ket",1,1,0,1,102,10209,102020909
"010209130501","Kauk Svay",1,2,9,13,50,0,"Kauk Svay",2,1,0,1,102,10209,102020913
"010209140531","Wat Luong",1,2,9,14,53,0,"Wat Luong",2,1,0,1,102,10209,102020914
"010209145201","Wat Luong",1,2,9,14,520,0,"Wat Luong",1,1,0,1,102,10209,102020914
"010209160491","Koh Keo",1,2,9,16,49,0,"Koh Keo",2,1,0,1,102,10209,102020916
"010209165181","Koh Keo",1,2,9,16,518,0,"Koh Keo",1,1,0,1,102,10209,102020916
"010209170551","Russey Kroak",1,2,9,17,55,0,"Russey Kroak",2,1,0,1,102,10209,102020917
"010209170561","Komrou Srok",1,2,9,17,56,0,"Komrou Srok",2,1,0,1,102,10209,102020917
"010209175011","Komrou 2 Thnou",1,2,9,17,501,0,"Komrou 2 Thnou",1,1,0,1,102,10209,102020917
"010209175021","Komrou Khum Russey Kroak",1,2,9,17,502,0,"Komrou Khum Russey Kroak",1,1,0,1,102,10209,102020917
"010209175161","Russey Kroak",1,2,9,17,516,0,"Russey Kroak",1,1,0,1,102,10209,102020917
"010209179011","Mongkol Borei",1,2,9,17,901,0,"មង្គលបូរី",4,1,0,1,102,10209,102020917
"010210030591","Lor",1,2,10,3,59,0,"Lor",2,1,0,1,102,10210,102021003
"010210050601","Sambour",1,2,10,5,60,0,"Sambour",2,1,0,1,102,10210,102021005
"010210057071","Sambour",1,2,10,5,707,0,"សំបួរ",3,1,0,1,102,10210,102021005
"010210080611","Sras Chhouk",1,2,10,8,61,0,"Sras Chhouk",2,1,0,1,102,10210,102021008
"010210085391","Sras Chhouk",1,2,10,8,539,0,"Sras Chhouk",1,1,0,1,102,10210,102021008
"010210100581","Chek Angkar",1,2,10,10,58,0,"Chek Angkar",2,1,0,1,102,10210,102021010
"010210110621","Thmar Dap",1,2,10,11,62,0,"Thmar Dap",2,1,0,1,102,10210,102021011
"010211030661","Tnot",1,2,11,3,66,0,"Tnot",2,1,0,1,102,10211,102021103
"010211035151","Tnot",1,2,11,3,515,0,"Tnot",1,1,0,1,102,10211,102021103
"010211060651","Soeu",1,2,11,6,65,0,"Soeu",2,1,0,1,102,10211,102021106
"010211065111","Soeu",1,2,11,6,511,0,"Soeu",1,1,0,1,102,10211,102021106
"010211067021","Soeu",1,2,11,6,702,0,"សឿ",3,1,0,1,102,10211,102021106
"010211090641","Phlov Damrei Krom",1,2,11,9,64,0,"Phlov Damrei Krom",2,1,0,1,102,10211,102021109
"010211095261","Phlov Damrei Krom",1,2,11,9,526,0,"Phlov Damrei Krom",1,1,0,1,102,10211,102021109
"010211110631","Kauk Samrong",1,2,11,11,63,0,"Kauk Samrong",2,1,0,1,102,10211,102021111
"010211115501","Kauk Samrong",1,2,11,11,550,0,"Kauk Samrong",1,1,0,1,102,10211,102021111
"010211120811","Balung Chrey",1,2,11,12,81,0,"Balung Chrey",2,1,0,1,102,10211,102021112
"010211130821","O Chup Thmei",1,2,11,13,82,0,"O Chup Thmei",2,1,0,1,102,10211,102021113
"010211140831","Chumnik",1,2,11,14,83,0,"Chumnik",2,1,0,1,102,10211,102021114
"010212020701","Ta Enn",1,2,12,2,70,0,"Ta Enn",2,1,0,1,102,10212,102021202
"010212050691","Sras Raing",1,2,12,5,69,0,"Sras Raing",2,1,0,1,102,10212,102021205
"010212055441","Sras Raing",1,2,12,5,544,0,"Sras Raing",1,1,0,1,102,10212,102021205
"010212057041","Sras Raing",1,2,12,5,704,0,"ស្រះរាំង",3,1,0,1,102,10212,102021205
"010212070681","Kauk Srok",1,2,12,7,68,0,"Kauk Srok",2,1,0,1,102,10212,102021207
"010212090671","Kauk Krasaing",1,2,12,9,67,0,"Kauk Krasaing",2,1,0,1,102,10212,102021209
"010213010761","Preah Sre",1,2,13,1,76,0,"Preah Sre",2,1,0,1,102,10213,102021301
"010213015121","Preah Sre",1,2,13,1,512,0,"Preah Sre",1,1,0,1,102,10213,102021301
"010213020771","Ta Lam",1,2,13,2,77,0,"Ta Lam",2,1,0,1,102,10213,102021302
"010213025421","Ta Lom",1,2,13,2,542,0,"Ta Lom",1,1,0,1,102,10213,102021302
"010213040721","Boeung Khlaing",1,2,13,4,72,0,"Boeung Khlaing",2,1,0,1,102,10213,102021304
"010213050741","Chong Kauk",1,2,13,5,74,0,"Chong Kauk",2,1,0,1,102,10213,102021305
"010213057121","Ta Lam",1,2,13,5,712,0,"តាឡំ",3,1,0,1,102,10213,102021305
"010213060711","Boeung Khlaing Keut",1,2,13,6,71,0,"Boeung Khlaing Keut",2,1,0,1,102,10213,102021306
"010213070751","Khla Kham Chhke",1,2,13,7,75,0,"Khla Kham Chhke",2,1,0,1,102,10213,102021307
"010213080731","Boeung Veng",1,2,13,8,73,0,"Boeung Veng",2,1,0,1,102,10213,102021308
"010301010031","Roung Vean",1,3,1,1,3,0,"Roung Vean",2,1,0,1,103,10301,103030101
"010301010077","Phnom Srok",1,3,1,1,7,0,"ការិ. អយក ស្រុកភ្នំស្រុក",13,1,1,1,103,10301,103030101
"010301015151","Rungvoan Keut",1,3,1,1,515,0,"Rungvoan Keut",1,1,0,1,103,10301,103030101
"010301030051","Phoum Thmei",1,3,1,3,5,0,"Phoum Thmei",2,1,0,1,103,10301,103030103
"010301035271","Phoum Thmei",1,3,1,3,527,0,"Phoum Thmei",1,1,0,1,103,10301,103030103
"010301080011","Nam Tao",1,3,1,8,1,0,"Nam Tao",2,1,0,1,103,10301,103030108
"010301089031","H.S. Nam Tao",1,3,1,8,903,0,"ហស ណាំតៅ",4,1,0,1,103,10301,103030108
"010301100301","Samrong",1,3,1,10,30,0,"Samrong",2,1,0,1,103,10301,103030110
"010301110321","Khnaing",1,3,1,11,32,0,"Khnaing",2,1,0,1,103,10301,103030111
"010301130271","Thnung",1,3,1,13,27,0,"Thnung",2,1,0,1,103,10301,103030113
"010301135241","Thnung",1,3,1,13,524,0,"Thnung",1,1,0,1,103,10301,103030113
"010301140041","Sleng",1,3,1,14,4,0,"Sleng",2,1,0,1,103,10301,103030114
"010301150281","Yeng Oudom",1,3,1,15,28,0,"Yeng Oudom",2,1,0,1,103,10301,103030115
"010301150381","Poy Yeang",1,3,1,15,38,0,"Poy Yeang",2,1,0,1,103,10301,103030115
"010301155191","Yeang Oudom",1,3,1,15,519,0,"Yeang Oudom",1,1,0,1,103,10301,103030115
"010302010061","Poy Snuol",1,3,2,1,6,0,"Poy Snuol",2,1,0,1,103,10302,103030201
"010302015031","Poy Snuol",1,3,2,1,503,0,"Poy Snuol",1,1,0,1,103,10302,103030201
"010302020391","Trapaing Char",1,3,2,2,39,0,"Trapaing Char",2,1,0,1,103,10302,103030202
"010302025141","Trapaing Char",1,3,2,2,514,0,"Trapaing Char",1,1,0,1,103,10302,103030202
"010302029021","Sok An Poy Char",1,3,2,2,902,0,"សអ ប៉ោយចារ",4,1,0,1,103,10302,103030202
"010302030081","Trapaing Thmar",1,3,2,3,8,0,"Trapaing Thmar",2,1,0,1,103,10302,103030203
"010302035021","Trapaing Thmar",1,3,2,3,502,0,"Trapaing Thmar",1,1,0,1,103,10302,103030203
"010302060261","Ta Ong",1,3,2,6,26,0,"Ta Ong",2,1,0,1,103,10302,103030206
"010302065111","Ta Ong",1,3,2,6,511,0,"Ta Ong",1,1,0,1,103,10302,103030206
"010302070071","Sambour Pongror",1,3,2,7,7,0,"Sambour Pongror",2,1,0,1,103,10302,103030207
"010302080311","Pongror",1,3,2,8,31,0,"Pongror",2,1,0,1,103,10302,103030208
"010302085051","Pongror",1,3,2,8,505,0,"Pongror",1,1,0,1,103,10302,103030208
"010302087051","Bopha Prasith",1,3,2,8,705,0,"បុប្ផាប្រសិទ្ធិ",3,1,0,1,103,10302,103030208
"010302090331","Kaun Khleng",1,3,2,9,33,0,"Kaun Khleng",2,1,0,1,103,10302,103030209
"010302100341","Trapaing Peas",1,3,2,10,34,0,"Trapaing Peas",2,1,0,1,103,10302,103030210
"010302110351","Changva Touk",1,3,2,11,35,0,"Changva Touk",2,1,0,1,103,10302,103030211
"010302120361","Thminh Trei",1,3,2,12,36,0,"Thminh Trei",2,1,0,1,103,10302,103030212
"010303010111","Ta Vorng",1,3,3,1,11,0,"Ta Vorng",2,1,0,1,103,10303,103030301
"010303015081","Ta Vorng",1,3,3,1,508,0,"Ta Vorng",1,1,0,1,103,10303,103030301
"010303017041","Ta Vorng",1,3,3,1,704,0,"តាវង",3,1,0,1,103,10303,103030301
"010303030141","Svay Sar",1,3,3,3,14,0,"Svay Sar",2,1,0,1,103,10303,103030303
"010303035091","Svay Sar",1,3,3,3,509,0,"Svay Sar",1,1,0,1,103,10303,103030303
"010303040131","Svay Khmao",1,3,3,4,13,0,"Svay Khmao",2,1,0,1,103,10303,103030304
"010303045211","Svay Khmao",1,3,3,4,521,0,"Svay Khmao",1,1,0,1,103,10303,103030304
"010303050091","Ta Sok",1,3,3,5,9,0,"Ta Sok",2,1,0,1,103,10303,103030305
"010303060101","Po Roam Bon",1,3,3,6,10,0,"Po Roam Bon",2,1,0,1,103,10303,103030306
"010303065161","Po Roam Bon",1,3,3,6,516,0,"Po Roam Bon",1,1,0,1,103,10303,103030306
"010303070121","Ponlea Chey",1,3,3,7,12,0,"Ponlea Chey",2,1,0,1,103,10303,103030307
"010303075281","Ponlea Chey",1,3,3,7,528,0,"Ponlea Chey",1,1,0,1,103,10303,103030307
"010303080411","Kauk Thlork",1,3,3,8,41,0,"Kauk Thlork",2,1,0,1,103,10303,103030308
"010304010171","Rauk",1,3,4,1,17,0,"Rauk",2,1,0,1,103,10304,103030401
"010304015261","Rauk",1,3,4,1,526,0,"Rauk",1,1,0,1,103,10304,103030401
"010304017061","Spean Metrei",1,3,4,1,706,0,"ស្ពានមេត្រី",3,1,0,1,103,10304,103030401
"010304020401","Mouk Chheang",1,3,4,2,40,0,"Mouk Chheang",2,1,0,1,103,10304,103030402
"010304030161","Spean Sreng",1,3,4,3,16,0,"Spean Sreng",2,1,0,1,103,10304,103030403
"010304035231","Spean Sreng",1,3,4,3,523,0,"Spean Sreng",1,1,0,1,103,10304,103030403
"010304060021","Pongror Kandoal",1,3,4,6,2,0,"Pongror Kandoal",2,1,0,1,103,10304,103030406
"010304065251","Pongror Kandal",1,3,4,6,525,0,"Pongror Kandal",1,1,0,1,103,10304,103030406
"010305010241","Chey Oudom",1,3,5,1,24,0,"Chey Oudom",2,1,0,1,103,10305,103030501
"010305015011","Chey Oudom",1,3,5,1,501,0,"Chey Oudom",1,1,0,1,103,10305,103030501
"010305019011","Phnom Srok",1,3,5,1,901,0,"ភ្នំស្រុក",4,1,0,1,103,10305,103030501
"010305070201","Ta In",1,3,5,7,20,0,"Ta In",2,1,0,1,103,10305,103030507
"010305075121","Ta In",1,3,5,7,512,0,"Ta In",1,1,0,1,103,10305,103030507
"010305080291","Kauk Rumchek",1,3,5,8,29,0,"Kauk Rumchek",2,1,0,1,103,10305,103030508
"010305160221","Sras Chik",1,3,5,16,22,0,"Sras Chik",2,1,0,1,103,10305,103030516
"010305165041","Sras Chik",1,3,5,16,504,0,"Sras Chik",1,1,0,1,103,10305,103030516
"010306010151","Ponley",1,3,6,1,15,0,"Ponley",2,1,0,1,103,10306,103030601
"010306015201","Ponley",1,3,6,1,520,0,"Ponley",1,1,0,1,103,10306,103030601
"010306020251","Phnom Dei",1,3,6,2,25,0,"Phnom Dei",2,1,0,1,103,10306,103030602
"010306025071","Phnom Dei",1,3,6,2,507,0,"Phnom Dei",1,1,0,1,103,10306,103030602
"010306030191","Kamping Pouy",1,3,6,3,19,0,"Kamping Pouy",2,1,0,1,103,10306,103030603
"010306035061","Kamping Pouy",1,3,6,3,506,0,"Kamping Pouy",1,1,0,1,103,10306,103030603
"010306037031","Hun Sen Kamping Pouy",1,3,6,3,703,0,"ហស កំពីងពួយ",3,1,0,1,103,10306,103030603
"010306040181","Bosbov",1,3,6,4,18,0,"Bosbov",2,1,0,1,103,10306,103030604
"010306045221","Bosbov",1,3,6,4,522,0,"Bosbov",1,1,0,1,103,10306,103030604
"010306060211","Kauk Ses",1,3,6,6,21,0,"Kauk Ses",2,1,0,1,103,10306,103030606
"010306065181","Kauk Ses",1,3,6,6,518,0,"Kauk Ses",1,1,0,1,103,10306,103030606
"010306080231","Trapaing Prei",1,3,6,8,23,0,"Trapaing Prei",2,1,0,1,103,10306,103030608
"010306100371","Khcheay",1,3,6,10,37,0,"Khcheay",2,1,0,1,103,10306,103030610
"010401010077","Preah Net Preah",1,4,1,1,7,0,"ការិ. អយក ស្រុកព្រះនេតព្រះ",13,1,1,1,104,10401,104040101
"010401070011","Chhnour Meanchey",1,4,1,7,1,0,"Chhnour Meanchey",2,1,0,1,104,10401,104040107
"010401079031","H.S.Chhnour Meanchey",1,4,1,7,903,0,"ហស ឈ្នួរមានជ័យ",4,1,0,1,104,10401,104040107
"010401080021","Samrong Thom",1,4,1,8,2,0,"Samrong Thom",2,1,0,1,104,10401,104040108
"010401100491","Russey Kandal",1,4,1,10,49,0,"Russey Kandal",2,1,0,1,104,10401,104040110
"010401110481","Rumpeak",1,4,1,11,48,0,"Rumpeak",2,1,0,1,104,10401,104040111
"010402010031","Chup Vary",1,4,2,1,3,0,"Chup Vary",2,1,0,1,104,10402,104040201
"010402015011","Chup Vary",1,4,2,1,501,0,"Chup Vary",1,1,0,1,104,10402,104040201
"010402030081","Prasat",1,4,2,3,8,0,"Prasat",2,1,0,1,104,10402,104040203
"010402040511","Krasaing Thmei",1,4,2,4,51,0,"Krasaing Thmei",2,1,0,1,104,10402,104040204
"010402050091","Kiri Voan",1,4,2,5,9,0,"Kiri Voan",2,1,0,1,104,10402,104040205
"010402070041","Chroap Chas",1,4,2,7,4,0,"Chroap Chas",2,1,0,1,104,10402,104040207
"010402080461","Kak",1,4,2,8,46,0,"Kak",2,1,0,1,104,10402,104040208
"010402090051","Kauk Lun",1,4,2,9,5,0,"Kauk Lun",2,1,0,1,104,10402,104040209
"010402100071","Phnom Chunhchaing",1,4,2,10,7,0,"Phnom Chunhchaing",2,1,0,1,104,10402,104040210
"010402105091","Phnom Chunhchaing",1,4,2,10,509,0,"Phnom Chunhchaing",1,1,0,1,104,10402,104040210
"010402109011","Chup Vary",1,4,2,10,901,0,"ជប់វារី",4,1,0,1,104,10402,104040210
"010402120451","Chroap Thmei",1,4,2,12,45,0,"Chroap Thmei",2,1,0,1,104,10402,104040212
"010403020141","Phnom Leap",1,4,3,2,14,0,"Phnom Leap",2,1,0,1,104,10403,104040302
"010403025071","Phnom Leap",1,4,3,2,507,0,"Phnom Leap",1,1,0,1,104,10403,104040302
"010403027041","Phnom Leap",1,4,3,2,704,0,"ភ្នំលៀប",3,1,0,1,104,10403,104040302
"010403040161","Trolauk",1,4,3,4,16,0,"Trolauk",2,1,0,1,104,10403,104040304
"010403070131","Lor Te",1,4,3,7,13,0,"Lor Te",2,1,0,1,104,10403,104040307
"010403080151","Rumduol",1,4,3,8,15,0,"Rumduol",2,1,0,1,104,10403,104040308
"010403087081","Rumduol",1,4,3,8,708,0,"រំដួល",3,1,0,1,104,10403,104040308
"010403100111","Kantrorb",1,4,3,10,11,0,"Kantrorb",2,1,0,1,104,10403,104040310
"010403130471","Kandaol",1,4,3,13,47,0,"Kandaol",2,1,0,1,104,10403,104040313
"010403140101","Kambor",1,4,3,14,10,0,"Kambor",2,1,0,1,104,10403,104040314
"010403150121","Krabao",1,4,3,15,12,0,"Krabao",2,1,0,1,104,10403,104040315
"010404010191","Char Krom",1,4,4,1,19,0,"Char Krom",2,1,0,1,104,10404,104040401
"010404020541","Bat Trang",1,4,4,2,54,0,"Bat Trang",2,1,0,1,104,10404,104040402
"010404050501","Ta Am",1,4,4,5,50,0,"Ta Am",2,1,0,1,104,10404,104040405
"010404060171","Ampil",1,4,4,6,17,0,"Ampil",2,1,0,1,104,10404,104040406
"010404100201","Tunloap",1,4,4,10,20,0,"Tunloap",2,1,0,1,104,10404,104040410
"010404107051","Prasat",1,4,4,10,705,0,"ប្រាសាទ",3,1,0,1,104,10404,104040410
"010404130181","Anlung Sar",1,4,4,13,18,0,"Anlung Sar",2,1,0,1,104,10404,104040413
"010405010521","Poy Kdoeung",1,4,5,1,52,0,"Poy Kdoeung",2,1,0,1,104,10405,104040501
"010405030231","Preah Net Preah",1,4,5,3,23,0,"Preah Net Preah",2,1,0,1,104,10405,104040503
"010405035021","Preah Net Preah",1,4,5,3,502,0,"Preah Net Preah",1,1,0,1,104,10405,104040503
"010405037031","Preah Net Preah",1,4,5,3,703,0,"ព្រះនេត្រព្រះ",3,1,0,1,104,10405,104040503
"010405050251","Poy Samrong",1,4,5,5,25,0,"Poy Samrong",2,1,0,1,104,10405,104040505
"010405070531","Poy Ta Pen",1,4,5,7,53,0,"Poy Ta Pen",2,1,0,1,104,10405,104040507
"010405080261","Sres Keut",1,4,5,8,26,0,"Sres Keut",2,1,0,1,104,10405,104040508
"010405090271","Sres Lech",1,4,5,9,27,0,"Sres Lech",2,1,0,1,104,10405,104040509
"010405110281","Sramoch",1,4,5,11,28,0,"Sramoch",2,1,0,1,104,10405,104040511
"010405120241","Peam Sres",1,4,5,12,24,0,"Peam Sres",2,1,0,1,104,10405,104040512
"010405130221","Daun Chreng",1,4,5,13,22,0,"Daun Chreng",2,1,0,1,104,10405,104040513
"010406010331","Rohal",1,4,6,1,33,0,"Rohal",2,1,0,1,104,10406,104040601
"010406015031","Rohal",1,4,6,1,503,0,"Rohal",1,1,0,1,104,10406,104040601
